1078,2,4
1079,2,4
1080,2,4
1081,4,2
1082,2,4
1083,2,4
1084,2,4
1085,2,2
1086,2,4
1087,-9,-9
1088,4,2
1089,-9,2
1090,-9,-9
1091,-9,-9
1092,2,4
1093,2,4
1094,2,4
1095,2,4
1096,2,4
1097,-9,-9
1098,-9,-9
1099,4,2
1100,4,2
1102,2,2
1103,2,4
1104,2,4
1105,2,4
1106,2,4
1107,2,4
1108,-9,-9
1109,2,4
1110,2,4
1111,2,4
1112,2,4
1113,2,4
1114,2,4
1115,2,4
1116,-9,-9
1117,2,4
1118,2,4
1119,4,2
1120,2,4
1121,4,2
1122,2,4
1123,2,4
1124,2,4
1125,2,4
1126,2,4
1127,-9,2
1128,2,4
1129,-9,2
1130,2,4
1131,2,4
1132,-9,2
1133,-9,2
1134,2,4
1135,1,5
1136,4,2
1137,2,4
1138,2,4
1139,2,4
1140,-9,2
1141,2,4
1142,2,4
1143,4,2
1144,-9,2
1145,2,4
1146,-9,-9
1147,2,4
1148,-9,2
1149,-9,2
1150,2,4
1151,2,4
1152,2,4
1153,2,4
1154,2,4
1155,4,2
1156,2,4
1157,2,4
1158,2,4
1159,-9,2
1160,-9,4
1161,-9,2
1162,2,4
1163,2,4
1164,2,4
1165,2,4
1166,-9,-9
1167,2,4
1168,4,2
1169,2,4
1170,4,2
1171,2,4
1172,2,4
1173,4,2
1174,4,2
1175,-9,2
1176,2,4
1177,-9,-9
1178,2,4
1179,2,4
1180,4,2
1181,2,4
1182,2,4
1183,2,4
1184,2,-9
1185,4,2
1186,2,4
1187,4,2
1188,2,4
1189,4,2
1190,2,4
1191,2,2
1192,2,4
1193,2,4
1194,2,4
1195,2,4
1196,2,4
1197,2,4
1198,2,4
1199,2,4
1200,2,4
1201,2,4
1202,2,4
1203,-9,2
1204,2,4
1205,4,2
1206,2,4
1207,1,5
1208,4,2
1209,-9,2
1210,4,2
1211,4,2
1212,4,2
1213,4,2
1214,-9,2
1215,4,2
1216,2,4
1217,2,4
1218,2,4
1219,2,4
1220,2,4
1221,2,4
1222,-9,2
1223,2,4
1224,2,4
1225,2,4
1226,4,2
1227,2,4
1228,4,2
1229,-9,-9
1230,2,4
1231,2,4
1232,4,2
1233,2,4
1234,2,4
1235,-9,-9
1236,4,2
1237,4,2
1238,2,4
1239,2,4
1240,2,4
1241,2,4
1242,2,4
1243,2,4
1244,2,4
1245,2,4
1246,2,4
1247,2,4
1248,2,4
1249,2,4
1250,2,-9
1251,2,4
1252,4,2
1253,2,4
1254,2,4
1255,2,4
1256,2,4
1257,4,2
1258,2,4
1259,2,4
1260,4,2
1261,2,4
1262,4,2
1263,2,4
1264,2,4
1265,2,4
1266,2,4
1267,2,-9
1268,2,-9
1269,2,4
1270,2,4
1271,4,2
1272,-9,2
1273,2,4
1274,4,2
1275,4,2
1276,2,-9
1277,2,4
1278,2,4
1279,4,2
1280,4,2
1281,2,4
1282,-9,-9
1283,2,4
1284,4,2
1285,2,4
1286,2,4
1287,2,4
1288,4,2
1289,2,4
1290,-9,2
1291,-9,2
1292,2,4
1293,4,2
1294,2,4
1295,2,4
1296,2,4
1297,4,2
1298,-9,2
1299,2,-9
1300,2,4
1301,2,4
1302,4,2
1303,4,2
1304,-9,-9
1305,2,4
1306,4,2
1307,2,4
1308,2,4
1309,2,4
1310,2,4
1311,4,2
1312,4,2
1313,2,-9
1314,-9,2
1315,2,4
1316,2,4
1317,2,4
1318,2,4
1319,2,4
1320,2,4
1321,-9,2
1322,4,2
1323,4,2
1324,4,2
1325,4,2
1326,2,4
1327,-9,-9
1328,2,4
1329,2,4
1330,2,4
1331,2,4
1332,2,4
1333,4,2
1334,4,2
1335,2,4
1336,2,4
1337,4,2
1338,-9,-9
1339,-9,-9
1340,-9,2
1341,-9,2
1342,-9,2
1343,2,4
1344,2,4
1345,4,2
1346,2,4
1347,2,4
1348,4,2
1349,2,4
1350,-9,-9
1351,-9,-9
1352,-9,-9
1353,-9,-9
1354,-9,-9
1355,-9,-9
1356,-9,-9
1357,-9,-9
1358,-9,-9
1359,-9,-9
1360,-9,-9
1361,-9,-9
1362,-9,-9
1363,-9,-9
1364,-9,-9
1365,-9,-9
1366,-9,-9
