ID	1 - Subject of photo	2 - Event Initiator	3 - Alternative source credited?	4 - Size of Photo
2036	062	03	N/A no other source	L
2040	241	53	N/A no other source	L
2041	034	01	AP	M
2043	063	02	AP	M
2043	063	02	AP	S
2043	063	02	AP	S
2046	230	71	Reuters	M
2049	232	17	N/A no other source	L
2051	240	53	N/A no other source	L
2053	166	66	PA	S
2053	166	66	PA	S
2054	166	66	N/A no other source	S
2055	242	53	N/A no other source	S
2059	158	03	N/A no other source	XL
2061	054	71	N/A no other source	M
2061	054	71	N/A no other source	XL
2061	372	51	N/A no other source	L
2064	054	03	N/A no other source	XL
2064	372	52	N/A no other source	S
2065	363	52	N/A no other source	S
2067	034	01	N/A no other source	XL
2067	034	01	N/A no other source	S
2067	034	01	N/A no other source	S
2067	034	01	N/A no other source	S
2073	049	01	N/A no other source	S
2073	288	13	N/A no other source	XL
2073	288	13	Other Arab media (not specific reporter)	S
2073	351	13	Other Arab media (not specific reporter)	S
2077	166	66	N/A no other source	S
2077	166	66	N/A no other source	S
2077	180	66	N/A no other source	S
2078	166	66	N/A no other source	S
2078	166	66	N/A no other source	S
2078	166	66	N/A no other source	S
2078	158	03	UK Military/ Government	L
2078	158	03	UK Military/ Government	M
2078	182	03	UK Military/ Government	S
2079	166	66	N/A no other source	S
2080	360	03	N/A no other source	XL
2080	360	03	N/A no other source	S
2080	036	03	N/A no other source	S
2081	402	53	N/A no other source	S
2082	038	53	Other UK media source	S
2082	340	53	Other UK media source	S
2083	180	66	N/A no other source	M
2084	166	66	N/A no other source	L
2084	166	66	N/A no other source	S
2084	034	74	N/A no other source	M
2084	180	66	N/A no other source	S
2084	120	53	N/A no other source	S
2085	054	74	Abu Dhabi	S
2087	166	66	N/A no other source	M
2089	053	02	N/A no other source	S
2094	145	74	Reuters	XL
2094	054	74	N/A no other source	S
2094	140	74	AP	S
2094	178	74	N/A no other source	S
2095	038	03	N/A no other source	M
2096	167	01	Getty Images	L
2096	241	53	N/A no other source	S
2097	363	52	N/A no other source	S
2097	062	01	N/A no other source	S
2097	059	07	N/A no other source	S
2098	038	03	N/A no other source	M
2100	363	52	Reuters	L
2100	360	03	UK Military/ Government	S
2101	360	03	EPA	XL
2101	360	03	N/A no other source	M
2101	360	03	AP	M
2101	091	53	N/A no other source	S
2103	288	13	Iraqi State TV/ media	M
2103	288	13	N/A no other source	M
2104	166	66	N/A no other source	S
2104	166	66	N/A no other source	S
2104	166	66	N/A no other source	S
2104	166	66	N/A no other source	S
2105	158	03	N/A no other source	L
2105	158	03	N/A no other source	S
2105	158	03	N/A no other source	S
2105	158	03	N/A no other source	S
2107	285	14	Getty Images	XL
2107	095	53	N/A no other source	S
2111	038	22	N/A no other source	XL
2111	340	66	N/A no other source	S
2113	167	02	N/A no other source	XL
2117	034	01	Reuters	M
2119	288	53	N/A no other source	L
2120	158	04	N/A no other source	L
2120	038	22	N/A no other source	S
2121	166	22	N/A no other source	XL
2121	166	22	N/A no other source	S
2121	166	22	N/A no other source	S
2121	166	22	N/A no other source	S
2122	144	72	N/A no other source	M
2123	362	52	N/A no other source	L
2127	363	52	EPA	L
2128	360	71	N/A no other source	S
2129	046	01	N/A no other source	L
2129	038	22	N/A no other source	S
2130	112	53	Other UK media source	S
2130	112	53	Other UK media source	S
2130	113	55	Other US media source	S
2130	113	55	Other US media source	S
2130	279	01	N/A no other source	M
2133	241	53	N/A no other source	S
2134	372	52	Reuters	M
2135	059	07	EPA	M
2135	241	53	N/A no other source	S
2137	059	07	N/A no other source	M
2139	360	03	Reuters	M
2141	999	75	N/A no other source	M
2143	166	04	PA	M
2143	166	04	PA	S
2143	112	56	Other US media source	S
2144	341	66	N/A no other source	S
2145	340	66	N/A no other source	S
2145	038	22	N/A no other source	S
2146	230	71	Reuters	M
2148	999	75	N/A no other source	S
2148	999	75	N/A no other source	S
2148	283	50	N/A no other source	S
2148	999	75	N/A no other source	S
2150	372	52	N/A no other source	S
2150	046	71	Reuters	M
2154	360	03	UK Military/ Government	L
2156	167	02	Getty Images	M
2157	363	52	Reuters	M
2159	059	01	AP	S
2161	288	13	Iraqi State TV/ media	S
2162	059	07	Other news agency	L
2165	018	03	N/A no other source	M
2167	062	04	N/A no other source	S
2167	062	06	N/A no other source	S
2167	038	04	N/A no other source	S
2167	059	02	N/A no other source	M
2167	166	04	N/A no other source	S
2167	166	04	N/A no other source	S
2167	112	53	Other UK media source	S
2169	290	11	AP	M
2170	232	17	AP	M
2173	076	10	Reuters	M
2175	200	37	N/A no other source	M
2179	360	03	Reuters	M
2180	052	01	N/A no other source	S
2181	158	04	UK Military/ Government	S
2182	039	22	AP	L
2182	241	53	N/A no other source	S
2185	353	07	N/A no other source	M
2187	364	52	PA	S
2187	241	53	N/A no other source	M
2189	372	52	EPA	M
2189	241	53	N/A no other source	S
2192	166	04	N/A no other source	M
2192	166	04	N/A no other source	S
2192	166	04	N/A no other source	S
2193	999	75	N/A no other source	M
2193	999	75	Other UK media source	S
2195	053	01	UK Military/ Government	S
2195	038	03	N/A no other source	S
2195	340	66	Other UK media source	S
2195	034	03	UK Military/ Government	S
2196	285	09	Getty Images	M
2197	202	41	Reuters	M
2197	241	53	N/A no other source	S
2199	360	03	AP	M
2203	363	52	N/A no other source	L
2206	360	03	Reuters	L
2207	052	01	N/A no other source	L
2208	360	03	N/A no other source	S
2208	360	03	N/A no other source	S
2212	046	71	Reuters	L
2214	401	53	Other UK media source	L
2215	288	13	N/A no other source	S
2216	241	53	N/A no other source	L
2219	059	71	AP	M
2221	166	04	N/A no other source	M
2221	166	04	N/A no other source	S
2221	166	04	N/A no other source	S
2221	166	04	N/A no other source	S
2221	166	04	N/A no other source	S
2223	166	04	N/A no other source	S
2223	166	04	N/A no other source	S
2224	158	04	Other news agency	M
2227	167	02	AP	M
2230	202	41	N/A no other source	M
2232	232	19	Reuters	M
2234	372	52	N/A no other source	M
2236	038	53	N/A no other source	XL
2237	158	04	N/A no other source	S
2237	158	04	N/A no other source	S
2237	158	04	N/A no other source	S
2237	158	04	N/A no other source	XL
2237	166	04	N/A no other source	S
2237	166	04	N/A no other source	S
2237	166	04	N/A no other source	S
2237	166	04	N/A no other source	S
2237	166	04	N/A no other source	S
2237	166	04	N/A no other source	S
2237	166	04	N/A no other source	S
2237	166	04	N/A no other source	S
2237	166	04	N/A no other source	S
2237	166	04	N/A no other source	S
2237	179	66	N/A no other source	S
2237	166	04	N/A no other source	S
2237	180	04	N/A no other source	S
2238	402	75	N/A no other source	S
2238	402	75	N/A no other source	S
2238	402	75	N/A no other source	S
2238	402	75	N/A no other source	S
2238	402	75	N/A no other source	S
2238	402	75	N/A no other source	S
2238	402	75	N/A no other source	S
2238	402	75	N/A no other source	S
2238	402	75	N/A no other source	S
2238	402	75	N/A no other source	S
2238	340	66	N/A no other source	XL
2238	340	66	N/A no other source	S
2238	340	66	N/A no other source	S
2238	340	66	N/A no other source	S
2238	340	66	N/A no other source	S
2238	340	66	N/A no other source	S
2238	340	66	N/A no other source	S
2238	340	66	N/A no other source	S
2238	340	66	N/A no other source	S
2240	053	03	N/A no other source	XL
2240	038	03	N/A no other source	S
2240	134	06	N/A no other source	S
2243	042	05	N/A no other source	S
2244	134	06	N/A no other source	L
2244	015	71	N/A no other source	L
2244	038	22	N/A no other source	S
2244	401	53	N/A no other source	M
2245	049	71	N/A no other source	S
2246	054	06	N/A no other source	S
2251	056	01	N/A no other source	M
2251	056	01	N/A no other source	S
2255	158	04	N/A no other source	XL
2256	158	04	N/A no other source	S
2256	158	04	PA	L
2256	179	66	PA	L
2256	166	22	N/A no other source	S
2256	166	22	N/A no other source	S
2256	166	22	N/A no other source	S
2256	166	22	N/A no other source	S
2256	166	22	N/A no other source	S
2256	166	22	N/A no other source	S
2256	166	22	N/A no other source	S
2256	166	22	N/A no other source	S
2256	166	22	N/A no other source	S
2256	166	22	N/A no other source	S
2257	241	53	N/A no other source	S
2258	166	22	N/A no other source	S
2260	354	13	N/A no other source	S
2259	053	01	N/A no other source	S
2260	134	06	EPA	L
2260	363	52	AP	M
2262	371	52	Reuters	XL
2262	140	74	N/A no other source	S
2263	371	52	N/A no other source	S
2265	034	03	N/A no other source	S
2265	038	22	N/A no other source	S
2266	018	03	Reuters	XL
2267	040	05	N/A no other source	S
2268	401	53	N/A no other source	XL
2273	056	05	Reuters	M
2273	059	74	Reuters	M
2273	145	74	Reuters	XL
2273	145	02	Reuters	L
2273	145	52	Reuters	S
2273	178	52	Reuters	S
2274	046	72	N/A no other source	M
2276	137	22	N/A no other source	S
2276	137	22	N/A no other source	S
2276	341	66	N/A no other source	S
2276	341	66	N/A no other source	S
2276	137	22	N/A no other source	M
2278	158	04	N/A no other source	M
2279	281	11	N/A no other source	M
2279	158	04	N/A no other source	L
2279	179	66	N/A no other source	M
2281	372	52	N/A no other source	XL
2281	134	03	N/A no other source	M
2281	135	03	N/A no other source	M
2281	360	03	N/A no other source	L
2285	241	53	N/A no other source	S
2286	062	02	N/A no other source	M
2286	042	05	N/A no other source	M
2288	111	53	N/A no other source	M
2288	288	13	N/A no other source	S
2289	042	05	N/A no other source	M
2292	038	03	N/A no other source	M
2292	038	03	N/A no other source	M
2292	038	03	N/A no other source	S
2293	370	53	N/A no other source	M
2293	370	52	N/A no other source	S
2296	203	41	N/A no other source	S
2297	038	22	N/A no other source	M
2297	038	66	N/A no other source	S
2298	356	13	N/A no other source	M
2300	119	54	N/A no other source	M
2300	118	54	N/A no other source	S
2300	111	54	N/A no other source	M
2304	158	04	PA	M
2305	054	02	EPA	S
2306	166	22	N/A no other source	S
2306	166	22	N/A no other source	S
2306	166	22	N/A no other source	S
2306	166	22	N/A no other source	S
2306	166	22	N/A no other source	S
2306	166	22	N/A no other source	S
2306	166	22	N/A no other source	S
2306	166	22	N/A no other source	S
2306	158	04	PA	M
2307	056	74	N/A no other source	S
2307	372	52	N/A no other source	S
2308	363	52	EPA	L
2309	144	74	Reuters	M
2311	062	03	AP	M
2314	242	53	N/A no other source	M
2315	271	52	AP	M
2316	059	07	Reuters	M
2323	203	41	EPA	M
2326	158	04	AP	M
2326	180	66	N/A no other source	M
2328	241	53	N/A no other source	S
2329	031	71	AP	M
2330	371	52	EPA	M
2330	010	05	EPA	S
2331	364	52	Reuters	M
2332	038	03	Reuters	M
2334	054	71	N/A no other source	S
2334	999	75	N/A no other source	S
2335	032	01	Getty Images	S
2335	999	74	AP	S
2337	242	53	N/A no other source	XL
2338	112	53	N/A no other source	S
2338	116	64	N/A no other source	L
2339	290	11	N/A no other source	S
2339	290	11	N/A no other source	S
2339	290	11	N/A no other source	S
2339	290	11	N/A no other source	S
2343	166	22	N/A no other source	S
2343	166	22	N/A no other source	S
2343	166	22	N/A no other source	S
2343	175	22	N/A no other source	S
2343	175	22	N/A no other source	S
2343	148	52	N/A no other source	S
2344	178	52	N/A no other source	M
2347	158	04	N/A no other source	M
2348	171	02	Getty Images	M
2348	034	01	N/A no other source	M
2348	054	74	Getty Images	L
2349	241	53	N/A no other source	M
2350	141	74	N/A no other source	S
2350	145	74	N/A no other source	M
2353	363	52	N/A no other source	L
2355	179	66	N/A no other source	M
2355	166	22	N/A no other source	S
2355	166	22	N/A no other source	S
2355	166	22	N/A no other source	S
2355	166	22	N/A no other source	S
2355	166	22	N/A no other source	S
2355	166	22	N/A no other source	S
2355	166	22	N/A no other source	S
2355	166	22	N/A no other source	S
2355	166	22	N/A no other source	S
2355	242	53	N/A no other source	S
2356	034	07	N/A no other source	S
2356	034	02	N/A no other source	M
2356	241	53	N/A no other source	S
2357	034	03	Other news agency	M
2358	090	53	N/A no other source	S
2359	351	13	Iraqi State TV/ media	M
2359	401	53	N/A no other source	M
2361	371	52	N/A no other source	L
2361	360	03	N/A no other source	M
2363	034	01	N/A no other source	M
2365	180	66	N/A no other source	S
2365	158	04	PA	L
2366	363	52	EPA	L
2368	241	53	N/A no other source	XL
2369	180	66	Reuters	M
2371	054	74	N/A no other source	S
2371	054	74	N/A no other source	M
2371	111	53	N/A no other source	M
2372	371	52	Reuters	M
2373	140	72	N/A no other source	S
2374	288	14	N/A no other source	M
2376	071	01	Reuters	L
2377	054	03	EPA	M
2378	371	52	N/A no other source	M
2380	289	13	EPA	M
2381	241	53	N/A no other source	S
2383	062	03	N/A no other source	L
2384	042	05	N/A no other source	M
2385	038	03	N/A no other source	S
2387	135	06	N/A no other source	XL
2387	135	06	N/A no other source	M
2387	038	03	N/A no other source	S
2389	038	03	N/A no other source	L
2392	056	02	N/A no other source	XL
2392	043	05	N/A no other source	S
2393	161	04	N/A no other source	M
2395	040	06	N/A no other source	S
2396	401	53	N/A no other source	XL
2399	281	12	N/A no other source	S
2399	034	03	N/A no other source	XL
2401	166	22	N/A no other source	M
2401	166	22	N/A no other source	S
2401	180	66	N/A no other source	S
2402	056	03	N/A no other source	XL
2403	166	22	N/A no other source	S
2404	402	53	N/A no other source	M
2405	056	03	N/A no other source	S
2406	135	24	N/A no other source	XL
2407	134	03	N/A no other source	S
2407	152	06	N/A no other source	S
2407	062	03	N/A no other source	S
2408	015	04	N/A no other source	XL
2408	034	03	N/A no other source	S
2409	053	01	N/A no other source	M
2409	062	03	N/A no other source	S
2410	166	22	N/A no other source	XL
2417	182	02	N/A no other source	M
2419	043	05	N/A no other source	S
2419	042	05	N/A no other source	S
2420	310	71	N/A no other source	S
2421	056	04	N/A no other source	XL
2422	241	53	N/A no other source	XL
2423	054	72	N/A no other source	L
2427	145	74	N/A no other source	M
2427	142	74	N/A no other source	XL
2429	177	52	N/A no other source	L
2429	046	74	N/A no other source	L
2430	999	53	N/A no other source	S
2431	402	75	N/A no other source	S
2431	402	75	N/A no other source	S
2431	402	75	N/A no other source	S
2431	402	75	N/A no other source	S
2431	402	75	N/A no other source	S
2431	402	75	N/A no other source	S
2431	402	75	N/A no other source	S
2431	144	74	N/A no other source	M
2432	016	03	N/A no other source	XL
2436	038	03	Other UK media source	XL
2437	166	22	N/A no other source	S
2438	018	03	N/A no other source	M
2438	062	03	N/A no other source	L
2440	135	03	N/A no other source	M
2440	018	03	N/A no other source	L
2441	364	52	N/A no other source	S
2442	144	74	N/A no other source	L
2442	371	05	N/A no other source	S
2443	340	66	N/A no other source	L
2443	038	22	N/A no other source	M
2443	038	22	N/A no other source	S
2444	119	54	N/A no other source	S
2445	281	12	N/A no other source	L
2451	364	52	N/A no other source	L
2453	071	03	AP	M
2453	363	52	AP	S
2453	134	03	AP	S
2453	053	01	N/A no other source	S
2454	091	53	N/A no other source	M
2454	053	01	N/A no other source	M
2454	095	53	N/A no other source	S
2454	091	53	N/A no other source	S
2454	300	09	N/A no other source	S
2455	285	09	N/A no other source	S
2455	241	53	N/A no other source	M
2461	241	53	N/A no other source	S
2461	018	03	Getty Images	M
2465	166	22	N/A no other source	M
2466	119	54	N/A no other source	S
2466	119	54	N/A no other source	S
2468	310	74	N/A no other source	M
2468	310	03	N/A no other source	S
2471	116	53	AP	M
2473	202	41	N/A no other source	S
2477	039	01	N/A no other source	L
2480	311	02	Reuters	M
2481	119	54	N/A no other source	S
2482	062	03	N/A no other source	L
2482	166	22	N/A no other source	S
2483	062	01	N/A no other source	M
2483	026	01	N/A no other source	S
2483	053	01	N/A no other source	S
2483	076	01	N/A no other source	S
2483	285	09	Getty Images	L
2485	060	01	N/A no other source	S
2485	059	07	N/A no other source	S
2486	202	41	AP	S
2487	042	05	EPA	M
2489	015	04	Reuters	L
2491	241	53	N/A no other source	S
2493	178	52	N/A no other source	M
2496	999	30	Other news agency	M
2496	241	53	N/A no other source	S
2499	364	52	Reuters	M
2502	053	01	US Military/ Government	M
2502	242	53	N/A no other source	S
2504	241	53	N/A no other source	S
2504	999	 75	N/A no other source	M
2504	111	53	N/A no other source	S
2504	999	75	N/A no other source	S
2504	999	75	N/A no other source	S
2504	999	75	N/A no other source	S
2504	999	75	N/A no other source	S
2505	040	05	N/A no other source	L
2507	310	71	N/A no other source	S
2508	076	01	AP	M
2511	016	03	UK Military/ Government	M
2512	056	74	AP	M
2513	241	53	N/A no other source	S
2515	034	01	N/A no other source	M
2517	999	75	N/A no other source	M
2519	288	05	EPA	M
2522	018	03	N/A no other source	L
2524	074	53	N/A no other source	M
2524	075	53	N/A no other source	M
2526	056	03	N/A no other source	M
2530	371	52	AFP	L
2535	059	07	AP	M
2537	016	03	Reuters	M
2537	240	53	N/A no other source	M
2538	119	54	N/A no other source	S
2541	166	22	N/A no other source	M
2546	321	25	AP	M
2550	254	35	N/A no other source	M
2553	281	11	N/A no other source	XL
2554	002	71	N/A no other source	XL
2554	356	53	N/A no other source	M
2554	053	71	N/A no other source	S
2305	054	72	N/A no other source	S
2556	053	03	N/A no other source	S
2557	062	01	AP	S
2557	062	01	AP	M
2557	056	01	AP	XL
2559	057	03	N/A no other source	S
2563	401	53	N/A no other source	XL
2567	038	53	N/A no other source	S
2567	038	53	N/A no other source	S
2568	166	66	N/A no other source	S
2568	182	02	N/A no other source	L
2569	350	13	N/A no other source	L
2573	138	03	N/A no other source	M
2578	034	01	AP	XL
2579	113	53	N/A no other source	S
2580	062	01	N/A no other source	S
2580	056	01	AP	L
2580	054	74	AP	L
2581	166	66	N/A no other source	S
2581	166	66	N/A no other source	S
2583	113	56	N/A no other source	S
2584	351	13	N/A no other source	M
2584	054	74	Iraqi Military/ Government	M
2584	145	74	N/A no other source	M
2584	034	71	N/A no other source	M
2584	113	53	N/A no other source	S
2584	113	55	Other US media source	S
2585	401	53	N/A no other source	XL
2586	166	66	N/A no other source	S
2586	166	66	N/A no other source	S
2587	138	03	PA	M
2587	136	05	Al Jazeera	S
2587	136	05	Al Jazeera	S
2589	057	03	N/A no other source	XL
2589	057	03	N/A no other source	S
2589	057	03	N/A no other source	S
2589	057	03	N/A no other source	S
2592	356	13	Iraqi State TV/ media	S
2592	241	53	N/A no other source	S
2592	002	71	N/A no other source	XL
2594	119	54	N/A no other source	S
2596	134	01	AP	M
2597	043	25	N/A no other source	S
2600	138	03	Other UK media source	L
2601	002	71	AP	XL
2601	356	53	N/A no other source	S
2603	136	05	Al Jazeera	S
2603	136	05	Al Jazeera	S
2604	062	03	N/A no other source	L
2604	134	03	N/A no other source	S
2606	242	53	N/A no other source	L
2608	056	01	AP	XL
2608	062	01	AP	M
2609	145	74	N/A no other source	M
2610	163	02	N/A no other source	S
2611	166	66	N/A no other source	L
2612	038	03	N/A no other source	S
2616	002	71	AP	L
2618	145	74	AP	L
2619	034	01	Reuters	M
2619	350	13	EPA	S
2619	254	52	AP	M
2619	241	53	N/A no other source	S
2620	063	01	Reuters	M
2623	136	03	N/A no other source	S
2624	056	03	AFP	M
2624	241	53	N/A no other source	S
2625	113	55	Other US media source	M
2628	999	75	Getty Images	M
2628	091	53	Other news agency	S
2629	360	03	PA	S
2632	203	41	EPA	M
2633	136	01	AP	M
2635	372	52	EPA	M
2635	372	52	EPA	S
2635	241	53	N/A no other source	S
2636	372	52	Corbis	S
2639	056	01	AP	L
2642	134	01	Reuters	L
2643	240	53	N/A no other source	S
2644	032	03	AP	L
2645	136	03	N/A no other source	S
2645	136	03	N/A no other source	S
2646	134	01	N/A no other source	M
2646	056	03	N/A no other source	L
2648	043	25	AP	S
2649	062	03	Other UK media source	M
2652	372	52	N/A no other source	L
2655	002	01	N/A no other source	M
2656	061	71	Other named commercial satellite	L
2656	061	71	Other named commercial satellite	M
2656	061	71	Other named commercial satellite	M
2656	061	71	Other named commercial satellite	M
2656	061	71	Other named commercial satellite	M
2656	061	71	Other named commercial satellite	M
2656	061	71	Other named commercial satellite	M
2656	061	71	Other named commercial satellite	M
2656	061	71	Other named commercial satellite	M
2657	999	71	Other news agency	S
2660	039	22	N/A no other source	M
2662	999	75	N/A no other source	M
2662	241	53	N/A no other source	S
2662	999	53	N/A no other source	S
2665	002	01	AP	M
2665	356	13	Iraqi State TV/ media	S
2666	138	03	UK Military/ Government	M
2670	353	74	AP	M
2670	353	01	Getty Images	S
2670	353	03	Reuters	S
2670	353	74	Reuters	S
2670	353	03	AP	S
2673	043	25	AP	M
2677	145	03	UK Military/ Government	M
2680	240	53	N/A no other source	M
2682	242	53	N/A no other source	S
2683	241	53	N/A no other source	S
2684	054	03	N/A no other source	L
2687	058	52	Iraqi State TV/ media	M
2688	241	53	N/A no other source	S
2689	241	53	N/A no other source	S
2690	059	07	N/A no other source	M
2691	403	55	Other US media source	M
2692	202	41	AP	S
2696	056	01	N/A no other source	L
2699	145	74	EPA	M
2702	038	03	N/A no other source	M
2702	054	03	N/A no other source	M
2703	241	53	N/A no other source	S
2706	058	74	N/A no other source	M
2709	054	01	EPA	L
2710	026	01	Reuters	M
2710	241	53	N/A no other source	M
2716	166	74	N/A no other source	S
2716	166	66	N/A no other source	S
2719	372	52	Reuters	L
2724	350	53	N/A no other source	M
2727	053	03	N/A no other source	XL
2727	002	71	N/A no other source	M
2727	401	53	N/A no other source	M
2730	177	52	N/A no other source	S
2732	372	52	N/A no other source	M
2732	111	53	N/A no other source	M
2732	063	03	N/A no other source	XL
2732	052	03	N/A no other source	S
2733	340	53	N/A no other source	S
2734	203	41	N/A no other source	XL
2738	093	03	N/A no other source	S
2738	093	03	N/A no other source	S
2738	093	03	N/A no other source	XL
2739	166	74	N/A no other source	S
2739	166	74	N/A no other source	S
2739	166	74	N/A no other source	S
2739	166	74	N/A no other source	S
2739	166	74	N/A no other source	S
2739	166	74	N/A no other source	S
2741	360	52	N/A no other source	L
2741	402	53	N/A no other source	S
2747	062	01	N/A no other source	S
2748	038	03	N/A no other source	XL
2749	062	01	N/A no other source	M
2749	071	01	N/A no other source	S
2750	059	05	Al Jazeera	S
2752	135	03	N/A no other source	L
2752	135	03	N/A no other source	S
2754	177	02	N/A no other source	XL
2754	177	02	N/A no other source	S
2754	177	02	N/A no other source	S
2755	093	03	N/A no other source	M
2755	093	03	N/A no other source	L
2755	093	03	N/A no other source	XL
2755	063	03	N/A no other source	M
2756	111	53	N/A no other source	S
2756	007	71	N/A no other source	S
2757	063	03	N/A no other source	S
2759	288	13	Iraqi State TV/ media	S
2763	024	71	N/A no other source	L
2765	052	03	Other UK media source	XL
2767	360	03	N/A no other source	L
2768	177	02	N/A no other source	S
2769	144	72	N/A no other source	M
2772	203	41	N/A no other source	XL
2776	241	53	N/A no other source	XL
2777	040	05	N/A no other source	M
2777	039	01	N/A no other source	S
2778	063	01	N/A no other source	S
2778	054	02	EPA	M
2779	400	75	N/A no other source	S
2780	056	03	EPA	M
2784	166	66	N/A no other source	S
2784	166	66	N/A no other source	S
2784	166	66	N/A no other source	S
2784	166	66	N/A no other source	S
2784	166	66	N/A no other source	S
2784	166	66	N/A no other source	S
2784	166	66	N/A no other source	S
2784	166	66	N/A no other source	S
2784	166	66	N/A no other source	S
2784	166	66	N/A no other source	S
2784	166	66	N/A no other source	S
2784	166	66	N/A no other source	S
2784	166	66	N/A no other source	S
2784	166	66	N/A no other source	S
2785	300	09	N/A no other source	S
2786	177	02	AFP	M
2787	360	52	AP	S
2790	288	13	Reuters	M
2793	360	71	N/A no other source	M
2799	240	53	N/A no other source	S
2802	177	02	AFP	L
2802	142	02	Reuters	S
2804	202	41	EPA	M
2807	241	53	N/A no other source	M
2807	024	01	AP	M
2809	400	75	Reuters	M
2809	039	01	AP	S
2811	999	74	Reuters	S
2812	056	03	Getty Images	L
2815	038	03	N/A no other source	L
2817	372	52	N/A no other source	M
2818	241	53	N/A no other source	M
2821	999	53	N/A no other source	M
2821	241	53	N/A no other source	S
2826	203	41	EPA	M
2829	999	53	N/A no other source	S
2832	340	65	N/A no other source	M
3167	999	75	N/A no other source	M
3169	138	01	EPA	M
3171	999	75	N/A no other source	M
3172	166	66	PA	S
3174	999	75	N/A no other source	S
3174	999	75	N/A no other source	S
3174	999	75	N/A no other source	S
3174	999	75	N/A no other source	S
3174	111	53	N/A no other source	M
3176	062	01	N/A no other source	L
3177	203	41	N/A no other source	S
3178	040	05	Reuters	L
3178	040	05	N/A no other source	L
3178	040	05	N/A no other source	S
3178	178	74	EPA	S
3182	018	03	PA	L
3184	134	24	N/A no other source	S
3184	134	24	N/A no other source	S
3184	134	03	N/A no other source	M
3185	039	01	Reuters	L
3187	166	66	PA	M
3190	166	66	N/A no other source	S
3191	038	03	N/A no other source	M
3192	240	53	N/A no other source	M
3194	300	09	AP	M
3198	351	13	Iraqi State TV/ media	S
3199	054	71	N/A no other source	S
3199	350	53	N/A no other source	S
3200	999	53	N/A no other source	S
3202	135	71	N/A no other source	XL
3202	135	71	N/A no other source	M
3202	135	71	N/A no other source	M
3203	053	53	N/A no other source	S
3203	054	01	N/A no other source	S
3203	010	01	N/A no other source	XL
3203	054	01	N/A no other source	L
3205	038	03	N/A no other source	S
3206	010	75	N/A no other source	M
3207	038	03	N/A no other source	M
3208	039	01	N/A no other source	L
3212	137	66	N/A no other source	XL
3212	138	01	N/A no other source	S
3214	352	13	Iraqi State TV/ media	S
3214	352	13	Iraqi State TV/ media	S
3215	043	25	Al Jazeera	M
3215	043	25	Al Jazeera	M
3220	352	13	Al Jazeera	XL
3224	053	53	Reuters	S
3224	054	01	AP	L
3224	010	01	Getty Images	S
3225	002	71	Reuters	S
3226	262	03	N/A no other source	S
3228	142	72	N/A no other source	XL
3228	140	72	N/A no other source	S
3231	372	52	N/A no other source	S
3234	112	53	N/A no other source	S
3237	290	53	Other UK media source	L
3237	290	53	Other UK media source	M
3237	112	53	Other UK media source	S
3238	135	01	N/A no other source	L
3239	010	01	AP	L
3244	340	66	N/A no other source	S
3244	038	66	N/A no other source	S
3245	352	13	Iraqi State TV/ media	L
3245	351	13	Iraqi State TV/ media	S
3246	288	03	N/A no other source	S
3251	362	52	AP	S
3251	010	01	Getty Images	M
3251	071	01	Reuters	S
3251	134	01	Reuters	S
3252	010	75	EPA	L
3253	352	13	Iraqi State TV/ media	S
3254	010	01	Getty Images	M
3254	241	53	N/A no other source	M
3254	054	01	AP	S
3256	043	25	Al Jazeera	M
3257	137	66	N/A no other source	S
3259	999	25	Reuters	M
3260	119	56	N/A no other source	S
3261	038	21	N/A no other source	M
3261	038	21	N/A no other source	S
3261	038	21	N/A no other source	S
3262	360	71	PA	S
3262	360	71	AP	M
3270	352	13	Iraqi State TV/ media	M
3274	010	01	Getty Images	M
3274	054	01	AP	S
3274	241	53	N/A no other source	S
3277	062	01	N/A no other source	L
3280	039	01	Reuters	L
3283	135	01	Reuters	L
3285	362	52	AP	M
3288	038	03	N/A no other source	L
3291	353	74	N/A no other source	M
3294	232	09	PA	M
3297	352	13	Iraqi State TV/ media	M
3297	351	53	N/A no other source	S
3297	351	53	N/A no other source	S
3297	351	53	N/A no other source	S
3297	351	53	N/A no other source	S
3297	351	53	N/A no other source	S
3300	054	71	Other news agency	M
3300	040	25	Corbis	S
3300	059	74	Reuters	S
3300	241	53	N/A no other source	S
3300	034	01	Reuters	S
3301	059	03	Other UK media source	S
3305	054	01	AP	M
3305	241	53	N/A no other source	S
3307	038	03	UK Military/ Government	M
3307	241	53	N/A no other source	S
3310	034	03	N/A no other source	M
3310	241	53	N/A no other source	S
3311	356	53	Reuters	M
3312	242	53	N/A no other source	M
3314	251	29	AP	M
3316	041	11	UK Military/ Government	S
3318	242	53	N/A no other source	S
3319	999	75	Other UK media source	M
3322	403	59	Other Arab media (not specific reporter)	S
3322	403	59	Other Arab media (not specific reporter)	M
3322	403	59	Other Arab media (not specific reporter)	S
3322	403	59	Other Arab media (not specific reporter)	S
3324	201	39	Reuters	S
3324	201	39	Reuters	S
3324	201	39	AP	S
3325	137	01	N/A no other source	S
3326	400	19	N/A no other source	M
3328	352	13	Iraqi State TV/ media	L
3330	352	13	Iraqi State TV/ media	M
3330	352	13	Iraqi State TV/ media	S
3330	352	13	Iraqi State TV/ media	S
