ID	1 - Subject of visual	2 - Event Initiator	3 - Alternative source credited?
879	365	03	N/A no other source
879	036	03	N/A no other source
880	241	53	N/A no other source
880	032	01	N/A no other source
880	062	01	N/A no other source
880	033	01	N/A no other source
880	172	02	N/A no other source
880	135	06	N/A no other source
880	034	01	N/A no other source
881	145	02	N/A no other source
881	178	52	N/A no other source
881	144	02	N/A no other source
881	054	05	N/A no other source
881	034	01	N/A no other source
881	242	53	N/A no other source
881	057	01	N/A no other source
881	371	52	N/A no other source
882	053	71	Abu Dhabi
882	002	71	N/A no other source
882	054	71	N/A no other source
882	007	71	N/A no other source
882	372	52	N/A no other source
882	040	24	N/A no other source
882	072	13	N/A no other source
883	288	13	Other Arab media (not specific reporter)
884	002	71	Abu Dhabi
884	054	71	Abu Dhabi
884	031	71	N/A no other source
884	002	71	N/A no other source
884	060	03	N/A no other source
884	242	53	N/A no other source
884	054	72	N/A no other source
884	140	72	N/A no other source
884	371	52	N/A no other source
885	002	01	N/A no other source
886	057	01	N/A no other source
886	018	01	N/A no other source
886	063	06	N/A no other source
886	135	01	N/A no other source
887	063	06	N/A no other source
889	241	53	N/A no other source
889	039	01	N/A no other source
889	053	01	N/A no other source
889	036	01	N/A no other source
890	281	11	N/A no other source
890	112	53	N/A no other source
890	350	13	N/A no other source
892	340	66	N/A no other source
892	360	03	N/A no other source
893	010	01	N/A no other source
893	009	74	N/A no other source
893	063	06	N/A no other source
893	008	05	N/A no other source
893	062	01	N/A no other source
893	008	01	N/A no other source
893	053	01	Other Arab media (not specific reporter)
893	007	02	N/A no other source
893	355	14	N/A no other source
893	135	06	N/A no other source
893	288	13	N/A no other source
893	054	01	N/A no other source
893	372	52	N/A no other source
894	010	05	N/A no other source
894	040	53	N/A no other source
894	355	14	N/A no other source
894	094	53	N/A no other source
894	354	13	N/A no other source
896	271	51	N/A no other source
896	270	51	N/A no other source
896	062	03	N/A no other source
896	057	03	N/A no other source
896	355	03	N/A no other source
896	262	03	N/A no other source
896	063	06	N/A no other source
896	017	74	N/A no other source
896	018	03	N/A no other source
896	135	03	N/A no other source
896	370	52	N/A no other source
896	353	51	N/A no other source
897	370	52	Videophone used
897	018	03	Videophone used
897	353	03	Videophone used
898	355	53	N/A no other source
899	300	09	N/A no other source
900	353	30	N/A no other source
900	205	30	N/A no other source
900	283	30	N/A no other source
900	112	53	N/A no other source
901	241	53	N/A no other source
901	062	01	N/A no other source
901	010	01	N/A no other source
901	039	01	N/A no other source
901	370	52	N/A no other source
901	353	51	N/A no other source
902	241	53	N/A no other source
902	372	52	N/A no other source
902	353	51	N/A no other source
902	370	52	N/A no other source
902	010	01	N/A no other source
902	111	53	N/A no other source
902	063	06	N/A no other source
902	039	01	N/A no other source
902	270	51	N/A no other source
902	009	74	N/A no other source
902	062	01	N/A no other source
903	370	52	N/A no other source
903	062	01	N/A no other source
903	353	51	N/A no other source
903	270	51	N/A no other source
903	010	01	N/A no other source
903	056	01	N/A no other source
905	241	53	N/A no other source
905	370	52	N/A no other source
905	031	74	N/A no other source
905	034	01	N/A no other source
905	034	07	N/A no other source
906	353	51	Other US media source
906	370	52	Other US media source
906	285	09	N/A no other source
906	070	09	N/A no other source
906	113	55	Other US media source
906	205	30	N/A no other source
906	288	13	N/A no other source
907	353	51	N/A no other source
907	062	01	N/A no other source
907	370	52	N/A no other source
908	353	51	N/A no other source
909	242	53	N/A no other source
909	053	71	US Military/ Government
909	241	53	N/A no other source
909	038	03	N/A no other source
910	285	09	N/A no other source
910	279	09	N/A no other source
906	279	09	N/A no other source
910	071	01	N/A no other source
910	039	01	N/A no other source
910	053	01	N/A no other source
913	372	52	N/A no other source
913	288	13	N/A no other source
913	072	13	N/A no other source
913	010	05	N/A no other source
915	200	37	N/A no other source
916	053	01	N/A no other source
918	241	53	N/A no other source
918	320	25	N/A no other source
918	401	53	N/A no other source
918	350	53	N/A no other source
919	091	53	N/A no other source
919	350	53	N/A no other source
919	300	53	N/A no other source
919	290	53	N/A no other source
920	300	09	N/A no other source
920	285	09	N/A no other source
920	279	09	N/A no other source
920	350	13	N/A no other source
920	278	11	N/A no other source
920	230	17	N/A no other source
920	231	15	N/A no other source
920	038	03	N/A no other source
921	094	16	N/A no other source
921	062	05	N/A no other source
921	053	05	N/A no other source
921	010	05	N/A no other source
921	351	13	Iraqi State TV/ media
921	232	17	N/A no other source
921	372	52	N/A no other source
921	288	13	N/A no other source
921	040	05	N/A no other source
923	281	11	N/A no other source
923	278	11	N/A no other source
923	280	11	N/A no other source
925	053	03	N/A no other source
925	075	03	N/A no other source
925	038	03	N/A no other source
925	063	03	N/A no other source
925	049	03	N/A no other source
927	053	01	N/A no other source
927	036	01	N/A no other source
928	241	53	N/A no other source
930	002	71	N/A no other source
930	053	71	N/A no other source
931	053	71	N/A no other source
932	372	74	N/A no other source
933	241	53	N/A no other source
933	062	01	N/A no other source
933	039	01	N/A no other source
934	288	13	N/A no other source
934	241	53	N/A no other source
935	280	11	N/A no other source
935	282	11	N/A no other source
935	290	11	N/A no other source
935	281	11	N/A no other source
935	200	37	N/A no other source
936	230	15	N/A no other source
936	231	15	N/A no other source
937	091	53	N/A no other source
937	062	71	N/A no other source
937	034	71	N/A no other source
938	241	53	N/A no other source
938	002	71	N/A no other source
938	007	71	N/A no other source
938	053	03	N/A no other source
938	062	71	N/A no other source
938	033	74	N/A no other source
938	032	71	N/A no other source
939	290	11	N/A no other source
939	278	11	N/A no other source
940	111	53	N/A no other source
941	230	17	N/A no other source
942	279	09	N/A no other source
942	300	09	N/A no other source
943	321	74	N/A no other source
943	312	74	N/A no other source
943	282	11	N/A no other source
944	400	74	N/A no other source
944	049	03	N/A no other source
944	054	05	N/A no other source
944	036	03	N/A no other source
944	038	03	N/A no other source
944	111	53	N/A no other source
945	130	13	Abu Dhabi
946	241	53	N/A no other source
947	241	53	N/A no other source
947	034	03	N/A no other source
947	032	03	N/A no other source
947	161	02	N/A no other source
947	071	01	N/A no other source
947	279	01	N/A no other source
947	061	01	N/A no other source
947	002	01	N/A no other source
947	051	05	N/A no other source
947	046	04	N/A no other source
948	111	53	N/A no other source
949	290	11	N/A no other source
949	280	11	N/A no other source
951	130	02	Abu Dhabi
952	241	53	N/A no other source
952	054	71	N/A no other source
952	351	13	Iraqi State TV/ media
952	145	72	N/A no other source
952	181	72	N/A no other source
952	372	52	N/A no other source
952	288	13	N/A no other source
952	371	52	N/A no other source
952	350	59	Iraqi State TV/ media
952	114	59	Iraqi State TV/ media
952	058	05	Iraqi State TV/ media
952	371	52	Iraqi State TV/ media
952	354	13	N/A no other source
953	062	01	N/A no other source
953	057	01	N/A no other source
953	063	06	N/A no other source
953	135	06	N/A no other source
953	310	01	N/A no other source
953	241	53	N/A no other source
955	241	53	N/A no other source
955	039	01	N/A no other source
955	062	71	N/A no other source
955	038	03	N/A no other source
955	053	71	N/A no other source
955	057	03	N/A no other source
955	063	06	N/A no other source
955	059	03	N/A no other source
957	202	41	N/A no other source
957	230	19	N/A no other source
957	115	59	Other Arab media (not specific reporter)
957	167	74	Other Arab media (not specific reporter)
957	054	74	Other Arab media (not specific reporter)
958	241	53	N/A no other source
958	039	01	N/A no other source
958	053	01	N/A no other source
958	063	01	N/A no other source
959	241	53	N/A no other source
959	016	03	N/A no other source
959	038	03	N/A no other source
959	054	03	N/A no other source
959	071	03	N/A no other source
959	059	03	N/A no other source
959	018	03	N/A no other source
959	062	03	N/A no other source
959	182	74	N/A no other source
960	279	09	N/A no other source
961	062	03	N/A no other source
962	279	09	N/A no other source
963	279	09	N/A no other source
964	053	71	N/A no other source
965	037	02	N/A no other source
965	062	02	N/A no other source
965	032	01	N/A no other source
965	071	01	N/A no other source
965	279	01	N/A no other source
965	061	01	US Military/ Government
965	059	01	US Military/ Government
966	241	53	N/A no other source
966	242	53	N/A no other source
967	054	72	N/A no other source
967	178	52	N/A no other source
967	365	69	N/A no other source
967	371	52	N/A no other source
967	130	59	Iraqi State TV/ media
967	288	13	N/A no other source
967	372	52	N/A no other source
967	037	74	N/A no other source
968	241	53	N/A no other source
969	290	11	N/A no other source
969	281	11	N/A no other source
970	115	59	Al Jazeera
970	058	04	Al Jazeera
970	371	52	Al Jazeera
970	136	74	Al Jazeera
971	360	71	N/A no other source
972	057	03	N/A no other source
972	056	03	N/A no other source
972	135	03	N/A no other source
972	063	06	N/A no other source
972	360	03	N/A no other source
972	372	52	N/A no other source
972	354	13	N/A no other source
972	353	74	N/A no other source
972	371	52	N/A no other source
973	241	53	N/A no other source
974	172	02	N/A no other source
975	038	03	N/A no other source
976	241	53	N/A no other source
976	007	71	Abu Dhabi
976	002	71	Abu Dhabi
976	054	71	Al Jazeera
977	034	01	N/A no other source
977	062	01	N/A no other source
977	241	53	N/A no other source
977	054	74	N/A no other source
977	149	06	N/A no other source
977	365	01	N/A no other source
977	135	01	N/A no other source
977	032	01	N/A no other source
977	062	02	N/A no other source
978	166	22	N/A no other source
979	241	53	N/A no other source
979	034	01	N/A no other source
979	034	07	N/A no other source
979	372	52	N/A no other source
979	002	01	N/A no other source
979	031	01	N/A no other source
980	279	09	N/A no other source
982	300	09	N/A no other source
982	290	11	N/A no other source
982	230	71	N/A no other source
982	231	15	N/A no other source
983	230	71	N/A no other source
983	300	09	N/A no other source
983	290	11	N/A no other source
983	166	22	N/A no other source
985	002	01	N/A no other source
985	062	01	N/A no other source
985	033	74	N/A no other source
985	170	02	N/A no other source
985	054	74	N/A no other source
985	034	01	N/A no other source
985	053	01	N/A no other source
985	363	52	N/A no other source
985	364	52	N/A no other source
985	056	02	N/A no other source
986	054	71	N/A no other source
986	006	74	N/A no other source
986	054	72	N/A no other source
986	140	72	N/A no other source
986	145	72	N/A no other source
986	181	72	N/A no other source
986	177	52	N/A no other source
986	371	52	N/A no other source
988	002	71	N/A no other source
988	007	71	N/A no other source
988	006	74	N/A no other source
988	145	74	N/A no other source
988	177	52	N/A no other source
989	006	74	N/A no other source
990	007	71	N/A no other source
991	062	03	N/A no other source
991	363	52	N/A no other source
991	360	03	N/A no other source
991	054	03	Al Jazeera
991	058	04	Al Jazeera
992	360	03	N/A no other source
992	036	03	N/A no other source
992	034	03	N/A no other source
992	053	03	N/A no other source
992	271	52	N/A no other source
993	271	52	N/A no other source
993	360	03	N/A no other source
993	034	03	N/A no other source
993	006	74	N/A no other source
994	006	74	N/A no other source
995	032	01	N/A no other source
995	033	74	N/A no other source
995	034	01	N/A no other source
995	062	01	N/A no other source
995	172	02	N/A no other source
996	241	53	N/A no other source
996	062	03	N/A no other source
996	016	03	N/A no other source
996	017	74	N/A no other source
996	054	03	N/A no other source
996	135	06	N/A no other source
996	018	03	N/A no other source
996	063	06	N/A no other source
996	371	52	N/A no other source
996	370	52	N/A no other source
996	353	03	N/A no other source
997	241	53	N/A no other source
997	056	03	N/A no other source
997	370	52	N/A no other source
997	371	52	N/A no other source
997	354	13	N/A no other source
997	288	14	N/A no other source
997	054	03	N/A no other source
997	138	03	N/A no other source
997	136	05	Al Jazeera
997	062	03	N/A no other source
997	360	03	N/A no other source
997	271	52	N/A no other source
997	181	74	N/A no other source
997	145	74	N/A no other source
998	300	09	N/A no other source
998	279	09	N/A no other source
999	241	53	N/A no other source
1000	241	53	N/A no other source
1001	054	72	N/A no other source
1001	046	72	N/A no other source
1001	048	71	Abu Dhabi
1001	113	55	Other US media source
1001	288	13	Other US media source
1001	002	71	N/A no other source
1001	007	71	N/A no other source
1001	372	52	N/A no other source
1002	279	09	N/A no other source
1003	241	53	N/A no other source
1003	002	01	N/A no other source
1003	016	03	N/A no other source
1003	372	52	N/A no other source
1003	054	71	N/A no other source
1003	018	03	N/A no other source
1003	062	03	N/A no other source
1003	363	52	N/A no other source
1003	056	03	N/A no other source
1003	242	53	N/A no other source
1003	071	01	N/A no other source
1003	038	03	N/A no other source
1003	002	71	Al Jazeera
1003	015	71	Al Jazeera
1004	002	01	N/A no other source
1004	031	01	N/A no other source
1004	034	07	N/A no other source
1004	034	02	N/A no other source
1004	353	74	N/A no other source
1005	288	13	Iraqi State TV/ media
1005	279	09	N/A no other source
1006	279	09	N/A no other source
1007	006	74	N/A no other source
1007	002	71	N/A no other source
1007	007	71	N/A no other source
1007	372	52	N/A no other source
1007	111	53	N/A no other source
1007	048	71	N/A no other source
1007	288	13	N/A no other source
1007	072	13	N/A no other source
1008	018	03	N/A no other source
1008	056	03	N/A no other source
1008	372	52	N/A no other source
1008	371	52	N/A no other source
1008	360	03	N/A no other source
1008	271	52	N/A no other source
1009	057	01	N/A no other source
1009	018	01	N/A no other source
1009	063	06	N/A no other source
1009	135	01	N/A no other source
1010	036	03	N/A no other source
1010	038	03	N/A no other source
1010	032	03	N/A no other source
1011	290	11	N/A no other source
1011	281	11	N/A no other source
1011	278	11	N/A no other source
1011	112	53	N/A no other source
1012	034	03	N/A no other source
1012	063	06	N/A no other source
1012	056	03	N/A no other source
1013	372	52	N/A no other source
1013	062	03	N/A no other source
1013	056	03	N/A no other source
1013	034	03	N/A no other source
1013	370	52	N/A no other source
1014	241	53	N/A no other source
1014	053	01	N/A no other source
1014	002	01	N/A no other source
1014	062	01	N/A no other source
1014	032	01	N/A no other source
1014	135	06	N/A no other source
1015	031	01	N/A no other source
1015	034	01	N/A no other source
1015	062	01	N/A no other source
1015	057	01	N/A no other source
1015	371	52	N/A no other source
1015	056	01	N/A no other source
1015	053	01	N/A no other source
1016	372	52	N/A no other source
1016	053	71	N/A no other source
1016	040	05	N/A no other source
1016	140	74	N/A no other source
1016	145	74	N/A no other source
1016	181	74	N/A no other source
1016	054	72	N/A no other source
1016	007	71	N/A no other source
1016	002	71	N/A no other source
1017	058	74	N/A no other source
1017	371	52	N/A no other source
1018	279	09	N/A no other source
1019	138	01	N/A no other source
1019	181	74	N/A no other source
1019	354	13	N/A no other source
1019	137	22	N/A no other source
1019	062	01	N/A no other source
1019	034	01	N/A no other source
1019	145	02	N/A no other source
1019	056	01	N/A no other source
1020	341	66	N/A no other source
1020	137	22	Can’t determine
1020	113	55	N/A no other source
1022	350	13	Iraqi State TV/ media
1022	071	01	N/A no other source
1022	074	01	US Military/ Government
1022	061	01	US Military/ Government
1025	062	03	N/A no other source
1025	016	03	N/A no other source
1025	015	05	N/A no other source
1025	372	52	N/A no other source
1025	034	03	N/A no other source
1025	135	06	N/A no other source
1025	056	03	N/A no other source
1025	057	03	N/A no other source
1025	353	03	N/A no other source
1025	054	74	N/A no other source
1026	034	07	N/A no other source
1026	254	07	N/A no other source
1026	063	06	N/A no other source
1027	010	74	N/A no other source
1027	144	72	N/A no other source
1027	111	53	N/A no other source
1027	059	74	N/A no other source
1027	350	57	Iraqi State TV/ media
1027	288	57	Iraqi State TV/ media
1028	006	74	N/A no other source
1029	006	74	N/A no other source
1029	010	74	N/A no other source
1030	006	74	N/A no other source
1030	350	57	Iraqi State TV/ media
1030	288	57	Iraqi State TV/ media
1030	010	74	N/A no other source
1030	144	72	N/A no other source
1030	181	74	N/A no other source
1027	181	74	N/A no other source
1031	010	74	N/A no other source
1031	006	74	N/A no other source
1032	010	74	N/A no other source
1033	054	03	N/A no other source
1033	062	03	N/A no other source
1033	016	03	N/A no other source
1033	002	03	N/A no other source
1033	018	03	N/A no other source
1033	372	52	N/A no other source
1033	056	03	N/A no other source
1033	144	74	N/A no other source
1033	181	74	N/A no other source
1033	353	03	N/A no other source
1034	006	74	N/A no other source
1034	018	03	N/A no other source
1034	063	06	N/A no other source
1034	057	03	N/A no other source
1034	056	03	N/A no other source
1034	355	14	N/A no other source
1034	353	74	N/A no other source
1034	372	52	N/A no other source
1035	352	13	Iraqi State TV/ media
1035	371	52	Iraqi State TV/ media
1035	351	13	Iraqi State TV/ media
1035	058	57	Iraqi State TV/ media
1035	008	01	N/A no other source
1035	010	01	N/A no other source
1035	062	01	N/A no other source
1035	072	13	Iraqi State TV/ media
1035	040	05	Iraqi State TV/ media
1035	144	74	N/A no other source
1035	254	52	N/A no other source
1035	372	52	N/A no other source
1035	009	74	N/A no other source
1036	285	09	N/A no other source
1036	279	09	N/A no other source
1036	352	13	Iraqi State TV/ media
1037	241	53	N/A no other source
1038	054	01	N/A no other source
1038	010	01	N/A no other source
1038	062	01	N/A no other source
1038	135	06	N/A no other source
1039	043	05	Al Jazeera
1039	071	01	N/A no other source
1039	310	01	N/A no other source
1039	057	01	N/A no other source
1040	008	01	N/A no other source
1040	010	01	N/A no other source
1040	062	01	N/A no other source
1041	056	03	N/A no other source
1041	134	03	N/A no other source
1041	062	03	N/A no other source
1041	017	74	N/A no other source
1041	054	05	N/A no other source
1041	041	03	N/A no other source
1041	371	52	N/A no other source
1042	290	11	Abu Dhabi
1042	054	74	N/A no other source
1042	045	06	N/A no other source
1042	371	52	N/A no other source
1042	281	11	N/A no other source
1042	283	30	N/A no other source
1043	033	74	Videophone used
1043	034	01	Videophone used
1043	056	01	Videophone used
1043	057	01	Videophone used
1044	002	01	N/A no other source
1044	031	01	N/A no other source
1044	034	01	N/A no other source
1044	034	07	N/A no other source
1044	046	02	Al Jazeera
1044	145	02	Al Jazeera
1045	372	52	N/A no other source
1045	056	03	N/A no other source
1046	241	53	N/A no other source
1046	241	53	Other named commercial satellite
1046	355	14	Videophone used
1046	354	13	Videophone used
1046	039	01	Videophone used
1046	062	01	Videophone used
1046	010	01	Videophone used
1046	135	01	Videophone used
1046	353	01	Videophone used
1046	113	55	Videophone used
1047	241	53	Other named commercial satellite
1047	009	74	N/A no other source
1047	002	01	Other Arab media (not specific reporter)
1047	062	01	N/A no other source
1047	010	05	N/A no other source
1047	288	13	N/A no other source
1047	040	05	N/A no other source
1047	371	52	N/A no other source
1047	181	74	N/A no other source
1047	145	74	N/A no other source
1048	310	71	N/A no other source
1049	241	53	N/A no other source
1049	241	53	Other named commercial satellite
1049	271	51	N/A no other source
1049	270	51	N/A no other source
1049	062	03	N/A no other source
1049	057	03	N/A no other source
1049	355	03	N/A no other source
1049	262	03	N/A no other source
1049	063	06	N/A no other source
1049	017	74	N/A no other source
1049	018	03	N/A no other source
1049	135	03	N/A no other source
1049	370	52	N/A no other source
1049	353	51	N/A no other source
1050	241	53	Other named commercial satellite
1050	370	52	N/A no other source
1050	056	03	N/A no other source
1050	262	03	N/A no other source
1050	135	03	N/A no other source
1050	018	03	N/A no other source
1050	057	03	N/A no other source
1050	093	14	N/A no other source
1051	300	09	N/A no other source
1053	370	52	N/A no other source
1053	144	74	N/A no other source
1053	360	03	N/A no other source
1053	270	51	N/A no other source
1053	353	51	N/A no other source
1053	372	52	N/A no other source
1054	241	53	Other named commercial satellite
1054	241	53	N/A no other source
1054	009	74	N/A no other source
1054	002	01	N/A no other source
1054	007	01	Abu Dhabi
1054	007	01	N/A no other source
1054	118	02	N/A no other source
1054	054	01	N/A no other source
1054	288	13	N/A no other source
1054	144	74	N/A no other source
1054	181	74	N/A no other source
1054	145	74	N/A no other source
1052	300	09	N/A no other source
1052	230	71	N/A no other source
1052	290	11	N/A no other source
1055	300	09	N/A no other source
1056	062	01	N/A no other source
1056	010	01	N/A no other source
1056	354	13	N/A no other source
1056	353	01	N/A no other source
1056	054	01	N/A no other source
1056	063	06	N/A no other source
1056	355	13	N/A no other source
1057	062	01	N/A no other source
1057	053	01	N/A no other source
1057	353	74	N/A no other source
1057	056	74	N/A no other source
1057	054	01	N/A no other source
1057	063	06	N/A no other source
1057	372	52	N/A no other source
1057	039	01	N/A no other source
1057	270	51	N/A no other source
1058	270	51	N/A no other source
1058	062	03	N/A no other source
1058	271	52	N/A no other source
1058	145	72	N/A no other source
1058	181	72	N/A no other source
1058	353	51	N/A no other source
1059	241	53	Other named commercial satellite
1059	093	53	N/A no other source
1059	054	74	N/A no other source
1059	372	52	N/A no other source
1060	300	09	N/A no other source
1060	230	71	N/A no other source
1060	279	09	N/A no other source
1060	278	11	N/A no other source
1060	290	11	N/A no other source
1060	200	37	N/A no other source
1060	999	49	N/A no other source
1061	289	75	N/A no other source
1061	059	07	N/A no other source
1061	231	15	N/A no other source
1061	076	09	N/A no other source
1061	260	75	N/A no other source
1061	230	17	N/A no other source
1062	054	01	N/A no other source
1062	053	01	N/A no other source
1062	241	53	Other named commercial satellite
1062	071	09	N/A no other source
1062	352	13	N/A no other source
1062	118	02	N/A no other source
1062	279	09	N/A no other source
1063	158	04	N/A no other source
1063	166	22	N/A no other source
1064	180	68	N/A no other source
1064	166	22	N/A no other source
1064	158	04	N/A no other source
1065	353	51	N/A no other source
1065	370	52	N/A no other source
1065	270	51	N/A no other source
1065	271	52	N/A no other source
1065	062	01	N/A no other source
1065	054	02	N/A no other source
1065	371	52	N/A no other source
1065	010	01	N/A no other source
1066	288	13	N/A no other source
1067	071	09	N/A no other source
1067	279	09	N/A no other source
1067	300	09	N/A no other source
1068	370	52	N/A no other source
1068	062	01	N/A no other source
1068	010	01	N/A no other source
1068	353	01	N/A no other source
1069	241	53	Other named commercial satellite
1069	370	52	N/A no other source
1069	270	51	N/A no other source
1069	371	52	N/A no other source
1069	262	03	N/A no other source
1069	056	03	N/A no other source
1069	140	74	N/A no other source
1069	062	03	N/A no other source
1069	354	13	N/A no other source
1069	075	03	N/A no other source
1069	353	74	N/A no other source
1069	093	14	N/A no other source
1070	283	30	N/A no other source
1070	205	30	N/A no other source
1070	112	30	N/A no other source
1071	370	52	N/A no other source
1071	034	07	N/A no other source
1071	039	01	N/A no other source
1071	032	01	N/A no other source
1072	039	01	N/A no other source
1072	032	01	N/A no other source
1072	062	01	N/A no other source
1072	370	52	N/A no other source
1072	371	52	N/A no other source
1073	241	53	N/A no other source
1073	034	07	N/A no other source
1073	054	01	N/A no other source
1073	034	01	N/A no other source
1073	002	01	N/A no other source
1073	370	52	N/A no other source
1073	353	51	N/A no other source
1074	370	52	N/A no other source
1074	353	51	N/A no other source
1074	039	01	N/A no other source
1074	034	07	N/A no other source
1075	241	53	N/A no other source
1075	053	01	N/A no other source
1075	054	01	N/A no other source
1075	062	01	N/A no other source
1075	056	02	Other US media source
1075	371	52	N/A no other source
1075	057	01	N/A no other source
1075	370	52	N/A no other source
1075	270	51	N/A no other source
1076	056	01	N/A no other source
1077	008	01	N/A no other source
1077	009	74	N/A no other source
1077	170	02	N/A no other source
1077	007	02	N/A no other source
1077	135	01	N/A no other source
1078	310	01	N/A no other source
1079	241	53	N/A no other source
1079	057	01	N/A no other source
1079	231	15	N/A no other source
1079	285	09	N/A no other source
1079	090	09	US Military/ Government
1080	355	14	N/A no other source
1080	054	03	N/A no other source
1080	063	06	N/A no other source
1080	360	03	N/A no other source
1080	362	04	N/A no other source
1081	006	74	Abu Dhabi
1081	010	01	N/A no other source
1081	062	01	N/A no other source
1081	056	01	N/A no other source
1081	054	74	N/A no other source
1081	270	51	N/A no other source
1081	370	51	N/A no other source
1081	039	01	N/A no other source
1081	355	14	N/A no other source
1082	241	53	N/A no other source
1082	034	07	N/A no other source
1082	370	52	N/A no other source
1082	270	51	N/A no other source
1082	353	51	N/A no other source
1082	056	01	N/A no other source
1082	034	01	N/A no other source
1082	054	74	N/A no other source
1083	279	09	N/A no other source
1084	300	09	N/A no other source
1084	279	09	N/A no other source
1085	270	51	N/A no other source
1085	353	51	N/A no other source
1086	032	01	N/A no other source
1086	062	01	N/A no other source
1086	053	01	N/A no other source
1086	054	01	N/A no other source
1086	071	01	N/A no other source
1086	041	01	N/A no other source
1086	002	01	N/A no other source
1086	057	01	N/A no other source
1086	288	13	N/A no other source
1086	111	53	N/A no other source
1086	356	53	N/A no other source
1086	353	51	N/A no other source
1086	279	01	N/A no other source
1086	350	13	N/A no other source
1087	372	52	N/A no other source
1087	046	72	N/A no other source
1087	148	52	N/A no other source
1087	048	71	N/A no other source
1087	354	13	N/A no other source
1087	371	52	N/A no other source
1088	038	01	N/A no other source
1088	290	11	N/A no other source
1090	241	53	N/A no other source
1090	053	01	N/A no other source
1090	062	01	N/A no other source
1090	355	14	N/A no other source
1090	039	01	N/A no other source
1090	270	51	N/A no other source
1090	054	01	N/A no other source
1090	371	52	N/A no other source
1090	034	01	N/A no other source
1091	230	19	N/A no other source
1091	400	19	N/A no other source
1091	036	71	N/A no other source
1091	053	71	N/A no other source
1093	262	01	N/A no other source
1093	262	49	N/A no other source
1093	371	52	N/A no other source
1093	270	51	N/A no other source
1093	355	14	N/A no other source
1094	262	01	N/A no other source
1094	262	49	N/A no other source
1095	242	53	N/A no other source
1096	260	13	N/A no other source
1096	289	13	N/A no other source
1096	242	53	N/A no other source
1096	371	51	N/A no other source
1096	034	01	N/A no other source
1097	145	72	N/A no other source
1097	181	74	N/A no other source
1098	057	01	N/A no other source
1098	116	64	N/A no other source
1098	262	01	N/A no other source
1098	271	52	N/A no other source
1098	262	49	N/A no other source
1098	270	51	N/A no other source
1098	355	14	N/A no other source
1099	145	52	N/A no other source
1099	181	74	N/A no other source
1099	360	01	N/A no other source
1100	056	03	N/A no other source
1100	093	52	N/A no other source
1101	056	03	N/A no other source
1101	093	52	N/A no other source
1101	260	13	N/A no other source
1102	063	06	N/A no other source
1102	050	06	N/A no other source
1102	057	01	N/A no other source
1102	034	01	N/A no other source
1102	056	01	N/A no other source
1102	053	01	N/A no other source
1102	062	01	N/A no other source
1103	290	11	N/A no other source
1103	279	11	N/A no other source
1104	158	04	N/A no other source
1104	166	22	N/A no other source
1104	290	11	N/A no other source
1104	340	66	N/A no other source
1105	138	01	N/A no other source
1106	145	52	N/A no other source
1106	181	74	N/A no other source
1106	400	19	N/A no other source
1107	362	52	N/A no other source
1107	372	52	N/A no other source
1107	046	02	N/A no other source
1107	145	02	N/A no other source
1108	053	01	N/A no other source
1108	063	06	N/A no other source
1108	270	51	N/A no other source
1108	062	01	N/A no other source
1108	056	01	N/A no other source
1108	010	01	N/A no other source
1109	076	01	N/A no other source
1110	203	41	N/A no other source
1110	290	11	N/A no other source
1110	230	17	N/A no other source
1110	281	11	N/A no other source
1110	231	15	N/A no other source
1111	321	26	N/A no other source
1111	071	01	N/A no other source
1111	095	53	N/A no other source
1111	350	13	N/A no other source
1111	400	19	N/A no other source
1112	288	14	N/A no other source
1112	071	01	N/A no other source
1112	041	01	N/A no other source
1112	072	14	N/A no other source
1112	355	14	N/A no other source
1112	270	51	N/A no other source
1112	352	59	Al Jazeera
1112	262	01	N/A no other source
1112	176	14	N/A no other source
1113	290	11	N/A no other source
1113	280	11	N/A no other source
1113	281	11	N/A no other source
1114	361	70	N/A no other source
1114	054	74	N/A no other source
1114	271	52	N/A no other source
1114	270	51	N/A no other source
1114	360	69	N/A no other source
1114	372	52	N/A no other source
1115	288	13	N/A no other source
1115	072	13	N/A no other source
1115	117	61	N/A no other source
1115	402	75	Other US media source
1115	114	13	N/A no other source
1115	288	59	Iraqi State TV/ media
1116	352	13	Abu Dhabi
1116	371	52	Abu Dhabi
1116	062	01	N/A no other source
1116	353	01	N/A no other source
1116	057	01	N/A no other source
1116	056	01	N/A no other source
1116	288	14	N/A no other source
1116	071	01	N/A no other source
1116	064	06	N/A no other source
1116	371	51	N/A no other source
1116	400	19	N/A no other source
1116	138	01	N/A no other source
1116	270	51	N/A no other source
1117	290	11	N/A no other source
1117	038	03	N/A no other source
1117	280	11	N/A no other source
1117	034	03	N/A no other source
1117	353	01	N/A no other source
1118	280	11	N/A no other source
1118	290	11	N/A no other source
1118	281	11	N/A no other source
1118	282	11	N/A no other source
1118	240	53	N/A no other source
1118	200	37	N/A no other source
1119	300	09	N/A no other source
1119	053	01	N/A no other source
1119	039	01	N/A no other source
1119	999	75	N/A no other source
1119	285	09	N/A no other source
1120	351	13	N/A no other source
1120	372	52	N/A no other source
1120	312	15	N/A no other source
1121	038	03	N/A no other source
1121	053	03	N/A no other source
1121	063	03	N/A no other source
1122	062	01	N/A no other source
1122	026	01	N/A no other source
