ID	1 - Subject of visual	2 - Event Initiator	3 - Alternative source credited?
624	370	52	N/A no other source
624	053	03	N/A no other source
624	149	69	N/A no other source
624	270	52	N/A no other source
624	371	52	N/A no other source
624	095	53	Can’t determine
624	355	03	N/A no other source
624	353	03	N/A no other source
624	093	52	N/A no other source
624	038	03	N/A no other source
627	300	09	N/A no other source
627	231	15	N/A no other source
630	241	53	N/A no other source
630	008	01	N/A no other source
630	135	01	N/A no other source
630	355	01	N/A no other source
630	288	13	N/A no other source
630	059	24	N/A no other source
630	350	13	Iraqi State TV/ media
630	054	71	N/A no other source
630	177	52	N/A no other source
630	145	74	N/A no other source
630	007	01	Abu Dhabi
631	054	01	N/A no other source
631	371	52	N/A no other source
631	009	01	N/A no other source
631	062	01	N/A no other source
631	149	01	N/A no other source
631	140	02	N/A no other source
631	007	05	N/A no other source
631	056	01	N/A no other source
632	241	53	N/A no other source
632	241	53	Other named commercial satellite
632	279	09	N/A no other source
632	062	01	N/A no other source
634	018	03	N/A no other source
634	056	03	N/A no other source
634	371	52	N/A no other source
634	370	52	N/A no other source
634	270	51	N/A no other source
634	054	03	N/A no other source
634	140	74	N/A no other source
634	095	53	Can’t determine
634	355	03	N/A no other source
634	057	03	N/A no other source
635	300	09	N/A no other source
635	053	71	N/A no other source
635	230	71	N/A no other source
635	290	11	N/A no other source
635	999	75	N/A no other source
635	200	37	N/A no other source
635	205	43	N/A no other source
637	145	74	N/A no other source
637	362	74	N/A no other source
637	360	71	N/A no other source
637	271	52	N/A no other source
637	361	72	N/A no other source
637	056	01	N/A no other source
640	241	53	N/A no other source
640	010	25	Abu Dhabi
640	007	01	N/A no other source
640	152	01	N/A no other source
640	149	01	N/A no other source
641	241	53	N/A no other source
641	007	01	N/A no other source
641	002	01	N/A no other source
641	054	01	N/A no other source
641	118	01	N/A no other source
641	288	13	N/A no other source
641	181	74	N/A no other source
641	362	69	N/A no other source
641	145	74	N/A no other source
643	118	02	Al Jazeera
643	279	01	N/A no other source
644	063	01	N/A no other source
644	036	05	N/A no other source
644	270	52	N/A no other source
644	271	52	N/A no other source
644	054	03	N/A no other source
644	355	03	N/A no other source
644	353	74	N/A no other source
644	056	03	N/A no other source
646	158	03	N/A no other source
647	300	09	N/A no other source
647	290	11	N/A no other source
647	230	71	N/A no other source
647	232	71	N/A no other source
647	282	11	N/A no other source
648	999	75	N/A no other source
648	201	39	N/A no other source
648	242	53	N/A no other source
648	059	75	N/A no other source
648	285	09	N/A no other source
649	008	01	N/A no other source
649	241	53	N/A no other source
649	002	01	N/A no other source
649	054	74	N/A no other source
649	062	01	N/A no other source
649	182	01	N/A no other source
649	006	01	N/A no other source
650	241	53	N/A no other source
650	093	53	N/A no other source
650	054	74	N/A no other source
650	372	52	N/A no other source
651	241	53	N/A no other source
651	002	01	N/A no other source
651	062	01	N/A no other source
651	003	01	N/A no other source
651	288	13	N/A no other source
651	010	05	N/A no other source
652	054	01	N/A no other source
652	177	52	N/A no other source
652	053	01	N/A no other source
652	113	55	N/A no other source
652	350	55	Other US media source
652	300	09	N/A no other source
652	007	71	N/A no other source
652	350	53	Can’t determine
653	241	53	N/A no other source
653	242	53	N/A no other source
653	352	53	N/A no other source
654	007	01	N/A no other source
654	118	02	N/A no other source
654	054	01	N/A no other source
654	279	01	N/A no other source
654	120	64	N/A no other source
655	288	53	N/A no other source
656	145	74	N/A no other source
656	999	75	N/A no other source
656	091	53	N/A no other source
657	270	52	N/A no other source
657	271	52	N/A no other source
657	056	03	N/A no other source
657	360	03	N/A no other source
657	370	52	N/A no other source
658	230	71	N/A no other source
658	300	71	N/A no other source
658	290	71	N/A no other source
658	232	71	N/A no other source
659	158	03	N/A no other source
659	166	74	N/A no other source
660	002	01	N/A no other source
660	007	01	N/A no other source
660	062	01	N/A no other source
660	008	01	N/A no other source
660	040	05	Abu Dhabi
660	288	13	N/A no other source
660	241	53	N/A no other source
660	145	72	N/A no other source
660	054	01	N/A no other source
660	181	75	N/A no other source
661	010	01	N/A no other source
661	039	01	N/A no other source
661	353	01	N/A no other source
661	371	52	N/A no other source
661	149	01	N/A no other source
661	063	06	N/A no other source
661	054	01	N/A no other source
661	354	74	N/A no other source
662	271	52	N/A no other source
662	270	52	N/A no other source
662	241	53	N/A no other source
662	054	03	N/A no other source
662	093	52	N/A no other source
662	288	53	N/A no other source
662	353	74	N/A no other source
664	230	71	N/A no other source
664	300	71	N/A no other source
664	290	71	N/A no other source
664	232	71	N/A no other source
664	278	71	N/A no other source
666	241	53	N/A no other source
666	061	53	N/A no other source
666	054	71	N/A no other source
666	279	09	N/A no other source
666	242	53	N/A no other source
666	352	53	N/A no other source
668	007	01	N/A no other source
668	054	01	N/A no other source
668	118	02	N/A no other source
668	007	01	Abu Dhabi
668	279	01	N/A no other source
668	120	64	N/A no other source
669	158	03	N/A no other source
669	166	74	N/A no other source
670	289	75	N/A no other source
672	372	52	N/A no other source
672	270	51	N/A no other source
672	271	51	N/A no other source
672	145	25	N/A no other source
672	181	75	N/A no other source
672	353	51	N/A no other source
672	062	01	N/A no other source
672	370	52	N/A no other source
672	371	52	N/A no other source
672	056	52	N/A no other source
672	010	01	N/A no other source
672	353	01	N/A no other source
672	059	01	N/A no other source
673	353	01	N/A no other source
674	353	52	N/A no other source
674	270	52	N/A no other source
674	039	01	N/A no other source
674	288	13	N/A no other source
674	007	01	N/A no other source
674	054	01	N/A no other source
674	002	01	N/A no other source
674	370	01	N/A no other source
674	008	25	N/A no other source
674	056	01	N/A no other source
676	353	01	Other US media source
676	113	55	Other US media source
676	370	52	Other US media source
676	279	09	N/A no other source
676	285	09	Other US media source
676	059	22	Other US media source
676	288	13	N/A no other source
676	205	45	N/A no other source
677	144	74	N/A no other source
678	242	53	N/A no other source
679	054	01	N/A no other source
679	241	53	N/A no other source
679	095	53	N/A no other source
679	354	13	N/A no other source
681	350	53	N/A no other source
681	353	01	N/A no other source
681	355	53	N/A no other source
681	354	53	Iraqi State TV/ media
681	353	51	N/A no other source
681	095	53	Can’t determine
681	040	53	Iraqi State TV/ media
681	091	53	Can’t determine
684	241	53	N/A no other source
684	010	01	N/A no other source
684	062	01	N/A no other source
684	353	51	N/A no other source
684	370	52	N/A no other source
684	054	01	N/A no other source
684	059	21	N/A no other source
684	056	01	N/A no other source
684	353	01	N/A no other source
684	059	21	N/A no other source
684	270	51	N/A no other source
685	054	01	N/A no other source
685	008	01	N/A no other source
685	372	52	N/A no other source
685	010	01	N/A no other source
685	371	52	N/A no other source
685	009	01	N/A no other source
688	205	45	N/A no other source
688	113	55	N/A no other source
688	279	09	N/A no other source
688	285	09	N/A no other source
689	400	75	N/A no other source
689	115	59	Other Arab media (not specific reporter)
689	059	21	Other Arab media (not specific reporter)
691	270	52	N/A no other source
691	056	03	N/A no other source
691	370	52	N/A no other source
692	010	01	N/A no other source
692	241	53	N/A no other source
692	039	01	N/A no other source
692	061	53	N/A no other source
692	351	57	Iraqi State TV/ media
692	241	53	Other named commercial satellite
692	062	01	N/A no other source
693	241	53	N/A no other source
693	010	01	N/A no other source
693	008	01	N/A no other source
693	111	53	N/A no other source
693	145	02	N/A no other source
693	140	02	N/A no other source
693	177	52	N/A no other source
693	355	01	N/A no other source
693	054	01	N/A no other source
693	144	02	N/A no other source
695	241	53	N/A no other source
695	270	52	N/A no other source
695	355	52	N/A no other source
695	010	01	N/A no other source
695	002	01	N/A no other source
695	009	01	N/A no other source
695	008	01	N/A no other source
695	140	74	N/A no other source
695	054	01	N/A no other source
696	353	52	N/A no other source
696	370	52	N/A no other source
696	034	07	N/A no other source
696	054	01	N/A no other source
696	149	74	N/A no other source
696	353	07	N/A no other source
696	034	01	N/A no other source
696	400	19	N/A no other source
696	279	09	N/A no other source
696	270	52	N/A no other source
697	289	75	N/A no other source
697	182	75	N/A no other source
697	290	11	N/A no other source
697	289	75	Other US media source
697	285	09	N/A no other source
697	279	09	N/A no other source
697	167	01	N/A no other source
700	242	53	N/A no other source
701	370	52	N/A no other source
701	270	52	N/A no other source
701	010	01	N/A no other source
701	281	11	N/A no other source
701	144	74	N/A no other source
701	353	74	N/A no other source
701	231	15	N/A no other source
701	361	72	N/A no other source
701	362	74	N/A no other source
701	360	74	N/A no other source
701	056	03	N/A no other source
702	041	71	N/A no other source
702	300	09	Freedom TV (coalition channel in Iraq)
702	290	11	Freedom TV (coalition channel in Iraq)
702	353	01	Al Jazeera
702	115	59	N/A no other source
702	400	53	N/A no other source
702	008	01	N/A no other source
702	054	01	Al Jazeera
702	115	59	Al Jazeera
702	039	01	Al Jazeera
704	240	53	N/A no other source
705	241	53	N/A no other source
705	353	52	N/A no other source
705	054	01	N/A no other source
705	135	24	N/A no other source
705	370	52	N/A no other source
705	034	07	N/A no other source
705	149	01	N/A no other source
705	002	01	N/A no other source
705	270	07	N/A no other source
706	270	52	N/A no other source
706	056	01	N/A no other source
706	008	01	Other US media source
706	355	52	N/A no other source
706	353	52	N/A no other source
707	270	52	N/A no other source
707	039	01	N/A no other source
708	241	53	N/A no other source
708	242	53	N/A no other source
709	289	75	N/A no other source
709	290	11	N/A no other source
710	240	53	N/A no other source
711	054	03	N/A no other source
711	370	52	N/A no other source
711	355	74	N/A no other source
711	056	03	N/A no other source
711	063	03	N/A no other source
711	038	03	N/A no other source
711	362	52	N/A no other source
712	114	53	Iraqi State TV/ media
712	354	53	Iraqi State TV/ media
712	290	71	Freedom TV (coalition channel in Iraq)
712	300	71	Freedom TV (coalition channel in Iraq)
713	353	52	N/A no other source
713	370	52	N/A no other source
713	353	07	N/A no other source
713	149	74	N/A no other source
713	034	07	N/A no other source
713	241	53	N/A no other source
713	270	52	N/A no other source
713	034	01	N/A no other source
715	056	01	N/A no other source
715	057	01	N/A no other source
715	270	52	N/A no other source
715	288	52	N/A no other source
716	009	01	N/A no other source
716	054	01	N/A no other source
716	062	01	N/A no other source
718	034	07	N/A no other source
718	034	71	N/A no other source
718	279	01	N/A no other source
718	241	53	N/A no other source
718	059	75	N/A no other source
719	041	71	Freedom TV (coalition channel in Iraq)
719	290	71	Freedom TV (coalition channel in Iraq)
719	041	71	N/A no other source
719	300	71	N/A no other source
719	370	52	N/A no other source
719	289	75	N/A no other source
719	182	75	N/A no other source
719	360	71	N/A no other source
719	056	71	N/A no other source
722	999	75	N/A no other source
724	241	53	N/A no other source
724	270	52	N/A no other source
724	271	52	N/A no other source
724	353	52	N/A no other source
724	372	52	Al Jazeera
724	355	52	N/A no other source
724	145	74	N/A no other source
724	063	06	N/A no other source
724	059	24	Other US media source
724	034	07	N/A no other source
724	400	19	N/A no other source
724	059	01	N/A no other source
725	271	52	N/A no other source
725	270	52	N/A no other source
725	181	74	N/A no other source
725	371	52	N/A no other source
725	010	01	N/A no other source
725	056	01	N/A no other source
725	290	11	N/A no other source
725	278	11	N/A no other source
725	071	03	N/A no other source
725	071	01	N/A no other source
726	372	52	N/A no other source
726	056	01	N/A no other source
726	271	52	N/A no other source
726	353	01	N/A no other source
726	010	01	N/A no other source
726	062	01	N/A no other source
726	057	01	N/A no other source
729	300	09	N/A no other source
729	285	09	N/A no other source
729	279	53	N/A no other source
729	353	53	N/A no other source
729	312	53	N/A no other source
729	230	71	N/A no other source
729	271	52	N/A no other source
729	999	75	N/A no other source
729	370	52	N/A no other source
729	076	01	N/A no other source
729	049	71	N/A no other source
730	241	53	N/A no other source
730	354	13	N/A no other source
730	372	52	N/A no other source
730	041	01	N/A no other source
730	279	02	N/A no other source
730	278	11	N/A no other source
732	270	52	N/A no other source
732	271	52	N/A no other source
732	034	07	N/A no other source
732	262	07	N/A no other source
734	054	74	N/A no other source
734	270	52	N/A no other source
734	271	52	N/A no other source
734	140	52	N/A no other source
734	056	74	N/A no other source
734	093	74	N/A no other source
734	176	52	N/A no other source
735	145	52	N/A no other source
735	271	52	N/A no other source
735	181	52	N/A no other source
735	145	74	N/A no other source
735	177	52	N/A no other source
736	271	51	N/A no other source
736	018	03	N/A no other source
736	241	53	N/A no other source
736	056	03	N/A no other source
736	371	52	N/A no other source
736	057	03	N/A no other source
736	362	52	N/A no other source
736	360	03	N/A no other source
737	270	52	N/A no other source
737	370	09	N/A no other source
737	056	09	N/A no other source
737	271	52	N/A no other source
737	279	09	N/A no other source
737	285	09	N/A no other source
738	278	11	N/A no other source
740	241	53	N/A no other source
740	071	01	N/A no other source
740	350	53	Can’t determine
740	076	01	N/A no other source
740	354	13	N/A no other source
740	241	53	Other US media source
741	230	17	N/A no other source
742	270	52	N/A no other source
742	999	53	N/A no other source
742	095	52	N/A no other source
742	372	52	N/A no other source
742	280	11	N/A no other source
743	038	03	N/A no other source
743	340	66	N/A no other source
744	270	51	N/A no other source
744	372	51	N/A no other source
744	262	51	N/A no other source
744	289	14	N/A no other source
745	009	74	N/A no other source
745	010	01	N/A no other source
746	241	53	N/A no other source
746	288	01	Other foreign reporter
746	134	01	Other foreign reporter
746	370	52	N/A no other source
746	110	74	N/A no other source
746	056	74	N/A no other source
746	354	13	N/A no other source
746	353	74	N/A no other source
746	071	01	N/A no other source
746	262	07	N/A no other source
746	260	13	N/A no other source
746	372	52	N/A no other source
746	270	51	N/A no other source
748	018	03	N/A no other source
748	062	03	N/A no other source
748	056	03	N/A no other source
749	200	37	N/A no other source
749	300	37	N/A no other source
749	402	37	N/A no other source
750	205	45	N/A no other source
750	113	57	Other US media source
750	353	74	Other US media source
750	370	52	Other US media source
750	138	01	N/A no other source
750	241	57	Other US media source
750	062	01	Other US media source
750	279	09	N/A no other source
750	300	09	N/A no other source
750	201	39	N/A no other source
752	271	51	N/A no other source
752	270	51	N/A no other source
752	110	51	N/A no other source
752	010	01	N/A no other source
753	371	52	N/A no other source
753	056	74	N/A no other source
753	077	05	N/A no other source
753	010	01	N/A no other source
753	093	52	N/A no other source
753	177	52	N/A no other source
753	148	52	N/A no other source
754	241	53	N/A no other source
756	200	37	N/A no other source
756	281	11	N/A no other source
756	402	37	N/A no other source
757	041	01	N/A no other source
758	062	01	N/A no other source
758	010	01	N/A no other source
758	008	01	N/A no other source
758	270	51	N/A no other source
758	181	51	N/A no other source
758	271	51	N/A no other source
758	371	52	N/A no other source
758	056	74	N/A no other source
758	370	52	N/A no other source
759	288	13	N/A no other source
759	242	53	N/A no other source
759	095	13	N/A no other source
759	094	15	N/A no other source
759	134	13	N/A no other source
761	370	52	N/A no other source
761	056	74	N/A no other source
761	110	74	N/A no other source
761	034	02	N/A no other source
761	271	51	N/A no other source
761	039	01	N/A no other source
762	002	01	N/A no other source
762	031	01	N/A no other source
762	040	05	N/A no other source
762	354	13	N/A no other source
762	074	01	US Military/ Government
762	038	01	N/A no other source
762	062	01	N/A no other source
763	200	37	N/A no other source
763	230	17	N/A no other source
764	371	52	N/A no other source
764	271	52	N/A no other source
764	093	03	N/A no other source
764	056	03	N/A no other source
765	999	74	N/A no other source
765	363	52	N/A no other source
765	285	09	N/A no other source
765	400	19	N/A no other source
765	230	19	N/A no other source
766	241	53	N/A no other source
766	113	55	Other US media source
766	354	13	Other US media source
766	110	56	Other US media source
766	062	06	Other US media source
766	071	01	Other US media source
766	130	05	Iraqi State TV/ media
766	138	01	N/A no other source
766	356	14	N/A no other source
766	260	13	N/A no other source
766	271	51	N/A no other source
767	010	01	N/A no other source
767	054	02	N/A no other source
768	372	52	N/A no other source
769	341	66	N/A no other source
769	113	55	Other US media source
769	353	55	Other US media source
769	370	52	N/A no other source
769	300	09	N/A no other source
769	230	19	N/A no other source
769	285	09	Other US media source
769	400	19	N/A no other source
769	279	09	N/A no other source
771	353	01	N/A no other source
771	062	01	N/A no other source
771	010	01	N/A no other source
771	370	52	N/A no other source
771	270	51	N/A no other source
772	145	72	N/A no other source
772	181	74	N/A no other source
772	271	52	N/A no other source
772	140	74	N/A no other source
773	138	01	Other US media source
773	130	05	Iraqi State TV/ media
773	341	66	N/A no other source
773	130	05	Al Jazeera
773	138	01	N/A no other source
773	300	09	N/A no other source
774	110	05	Other US media source
774	110	05	Videophone used
775	356	14	N/A no other source
775	270	51	N/A no other source
775	134	24	N/A no other source
775	262	49	N/A no other source
776	241	53	N/A no other source
776	062	01	N/A no other source
776	056	01	N/A no other source
776	262	01	N/A no other source
776	034	01	N/A no other source
776	271	52	N/A no other source
776	270	51	N/A no other source
777	241	53	N/A no other source
777	354	13	N/A no other source
777	034	01	N/A no other source
777	054	01	N/A no other source
777	053	01	N/A no other source
777	057	01	N/A no other source
777	039	01	N/A no other source
777	355	14	N/A no other source
777	270	51	N/A no other source
777	353	01	N/A no other source
777	135	06	N/A no other source
779	999	75	N/A no other source
779	230	19	N/A no other source
779	281	11	N/A no other source
779	400	19	N/A no other source
779	363	52	N/A no other source
779	279	09	N/A no other source
779	285	09	N/A no other source
779	280	11	N/A no other source
779	282	11	N/A no other source
779	290	11	N/A no other source
782	057	01	N/A no other source
782	372	52	N/A no other source
782	271	52	N/A no other source
782	270	51	N/A no other source
782	262	49	N/A no other source
783	177	52	N/A no other source
783	145	04	N/A no other source
783	181	74	N/A no other source
783	018	03	N/A no other source
783	062	03	N/A no other source
784	270	11	N/A no other source
784	075	03	N/A no other source
784	281	11	N/A no other source
784	278	11	N/A no other source
784	070	11	N/A no other source
785	340	66	N/A no other source
785	166	22	N/A no other source
785	278	11	N/A no other source
785	158	04	N/A no other source
786	355	13	N/A no other source
786	354	13	N/A no other source
786	356	13	N/A no other source
787	093	13	N/A no other source
787	353	51	N/A no other source
788	262	71	N/A no other source
789	241	53	N/A no other source
789	002	01	N/A no other source
789	062	01	N/A no other source
789	354	13	N/A no other source
789	110	05	N/A no other source
789	054	74	N/A no other source
789	034	01	N/A no other source
789	371	52	N/A no other source
789	056	01	N/A no other source
789	053	01	N/A no other source
789	355	13	N/A no other source
789	057	01	N/A no other source
792	038	22	N/A no other source
792	340	66	N/A no other source
792	182	75	N/A no other source
793	166	22	N/A no other source
793	340	66	Other UK media source
794	280	11	N/A no other source
794	290	11	N/A no other source
794	400	19	N/A no other source
794	285	09	N/A no other source
794	281	11	N/A no other source
794	279	09	N/A no other source
794	278	11	N/A no other source
794	270	19	N/A no other source
794	400	07	N/A no other source
794	205	75	N/A no other source
796	280	11	N/A no other source
796	290	11	N/A no other source
798	002	71	N/A no other source
798	007	71	N/A no other source
798	009	74	N/A no other source
798	039	01	N/A no other source
798	062	71	N/A no other source
798	034	71	N/A no other source
798	135	06	N/A no other source
798	053	71	N/A no other source
798	033	74	N/A no other source
798	032	71	N/A no other source
798	054	71	Abu Dhabi
798	270	51	N/A no other source
798	372	52	N/A no other source
800	119	54	N/A no other source
801	002	01	N/A no other source
801	062	01	N/A no other source
801	354	14	N/A no other source
801	110	05	N/A no other source
801	053	01	N/A no other source
801	034	01	N/A no other source
801	371	52	N/A no other source
801	056	01	N/A no other source
801	270	51	N/A no other source
801	355	13	N/A no other source
801	057	01	N/A no other source
802	145	72	N/A no other source
802	056	74	N/A no other source
802	181	74	N/A no other source
802	360	01	N/A no other source
802	111	53	N/A no other source
803	057	01	N/A no other source
803	262	49	N/A no other source
803	038	01	N/A no other source
803	340	66	N/A no other source
804	350	13	Iraqi State TV/ media
804	288	13	Iraqi State TV/ media
804	285	09	N/A no other source
804	279	09	N/A no other source
804	400	19	N/A no other source
804	241	53	N/A no other source
804	353	01	N/A no other source
804	280	11	N/A no other source
804	290	11	N/A no other source
805	340	66	N/A no other source
805	166	22	N/A no other source
805	278	11	N/A no other source
805	281	11	N/A no other source
806	145	72	N/A no other source
806	181	74	N/A no other source
807	285	09	N/A no other source
807	260	71	N/A no other source
807	289	13	N/A no other source
807	371	51	N/A no other source
808	271	52	N/A no other source
808	241	53	N/A no other source
808	279	09	N/A no other source
808	300	09	N/A no other source
808	285	53	N/A no other source
808	076	53	N/A no other source
808	242	53	N/A no other source
808	289	13	N/A no other source
808	371	52	N/A no other source
809	270	51	N/A no other source
809	271	52	N/A no other source
809	371	52	N/A no other source
809	262	01	N/A no other source
809	181	74	N/A no other source
809	145	74	N/A no other source
809	372	52	N/A no other source
811	145	72	N/A no other source
811	181	74	N/A no other source
812	285	09	N/A no other source
812	279	09	N/A no other source
813	355	01	N/A no other source
813	063	01	N/A no other source
814	290	11	N/A no other source
814	230	11	N/A no other source
816	158	04	N/A no other source
817	145	72	N/A no other source
817	181	74	N/A no other source
817	177	52	N/A no other source
818	145	74	N/A no other source
818	181	74	N/A no other source
819	371	52	N/A no other source
819	110	05	N/A no other source
819	271	74	N/A no other source
819	144	02	N/A no other source
819	181	74	N/A no other source
819	145	02	N/A no other source
819	262	49	N/A no other source
819	034	01	N/A no other source
820	260	71	N/A no other source
820	371	51	N/A no other source
821	241	53	N/A no other source
821	242	53	N/A no other source
821	430	53	Iraqi State TV/ media
822	355	01	N/A no other source
822	371	51	N/A no other source
822	138	01	N/A no other source
823	158	04	N/A no other source
824	340	66	N/A no other source
824	166	22	N/A no other source
824	999	11	N/A no other source
824	242	53	N/A no other source
825	145	72	N/A no other source
825	062	01	N/A no other source
825	181	74	N/A no other source
825	177	52	N/A no other source
825	148	52	N/A no other source
825	178	52	N/A no other source
826	203	41	N/A no other source
826	230	17	N/A no other source
826	231	15	N/A no other source
826	290	11	N/A no other source
827	262	01	N/A no other source
827	056	01	N/A no other source
827	370	52	N/A no other source
827	371	52	N/A no other source
827	270	51	N/A no other source
828	057	01	N/A no other source
828	321	26	N/A no other source
828	071	01	N/A no other source
828	095	26	N/A no other source
828	182	75	N/A no other source
830	145	74	N/A no other source
830	181	74	N/A no other source
831	285	09	N/A no other source
831	039	09	N/A no other source
831	402	09	N/A no other source
832	262	01	N/A no other source
832	370	52	N/A no other source
832	262	49	N/A no other source
832	271	52	N/A no other source
832	142	74	N/A no other source
832	371	52	N/A no other source
832	056	74	N/A no other source
832	270	51	N/A no other source
832	372	52	N/A no other source
832	353	51	N/A no other source
832	054	72	N/A no other source
832	178	52	N/A no other source
832	270	51	N/A no other source
832	062	01	N/A no other source
833	241	53	N/A no other source
833	034	01	N/A no other source
833	371	51	N/A no other source
833	110	74	N/A no other source
833	033	74	N/A no other source
833	181	74	N/A no other source
833	182	74	N/A no other source
833	177	52	N/A no other source
833	271	52	N/A no other source
835	145	74	N/A no other source
835	181	74	N/A no other source
836	035	03	N/A no other source
836	340	66	N/A no other source
836	038	03	N/A no other source
837	230	17	N/A no other source
837	203	41	N/A no other source
837	290	11	N/A no other source
837	231	15	N/A no other source
839	300	09	N/A no other source
839	279	09	N/A no other source
839	321	26	N/A no other source
839	095	53	N/A no other source
839	285	09	N/A no other source
839	402	09	N/A no other source
841	371	51	N/A no other source
841	241	53	N/A no other source
841	353	74	N/A no other source
841	260	71	N/A no other source
841	285	09	N/A no other source
841	095	53	N/A no other source
841	372	52	N/A no other source
841	371	52	Al Jazeera
841	289	13	Al Jazeera
841	271	52	N/A no other source
841	062	01	N/A no other source
841	091	53	N/A no other source
841	350	53	N/A no other source
841	034	01	N/A no other source
841	056	74	N/A no other source
841	370	52	N/A no other source
841	059	07	N/A no other source
841	353	01	N/A no other source
842	241	53	N/A no other source
842	034	01	N/A no other source
842	371	51	N/A no other source
842	110	74	N/A no other source
842	033	74	N/A no other source
842	181	74	N/A no other source
842	182	74	N/A no other source
842	271	52	N/A no other source
843	262	01	N/A no other source
843	262	49	N/A no other source
844	145	74	N/A no other source
844	181	74	N/A no other source
845	321	26	N/A no other source
845	095	53	N/A no other source
845	999	75	N/A no other source
845	350	53	Iraqi State TV/ media
845	288	53	Iraqi State TV/ media
845	062	01	N/A no other source
845	311	74	N/A no other source
845	300	09	N/A no other source
846	203	41	N/A no other source
846	230	17	N/A no other source
846	281	11	N/A no other source
846	290	11	N/A no other source
846	231	15	N/A no other source
847	352	14	Al Jazeera
847	350	14	Iraqi State TV/ media
847	288	14	Iraqi State TV/ media
847	054	01	N/A no other source
847	355	14	N/A no other source
847	372	52	N/A no other source
847	353	74	N/A no other source
848	288	14	N/A no other source
848	041	01	N/A no other source
848	093	74	N/A no other source
849	145	74	N/A no other source
849	181	74	N/A no other source
850	038	01	N/A no other source
850	999	74	N/A no other source
850	064	74	N/A no other source
851	355	14	Al Jazeera
851	352	14	Al Jazeera
851	350	14	Iraqi State TV/ media
851	288	14	Iraqi State TV/ media
851	054	01	N/A no other source
851	046	01	N/A no other source
851	372	52	N/A no other source
851	255	52	N/A no other source
851	254	52	N/A no other source
851	134	01	N/A no other source
851	271	52	N/A no other source
852	300	09	N/A no other source
852	230	17	N/A no other source
852	231	15	N/A no other source
852	290	11	N/A no other source
852	285	09	N/A no other source
852	034	71	N/A no other source
852	056	71	N/A no other source
852	360	71	N/A no other source
854	288	14	N/A no other source
854	039	01	N/A no other source
854	010	01	N/A no other source
854	095	14	N/A no other source
854	181	74	N/A no other source
854	143	74	N/A no other source
854	144	74	N/A no other source
854	145	74	N/A no other source
854	372	52	N/A no other source
854	063	74	N/A no other source
855	093	19	N/A no other source
856	093	53	N/A no other source
857	355	14	Al Jazeera
857	352	14	Al Jazeera
857	350	14	Iraqi State TV/ media
857	310	01	N/A no other source
857	075	03	N/A no other source
857	054	71	N/A no other source
859	352	13	Abu Dhabi
859	350	59	Abu Dhabi
859	371	52	Abu Dhabi
859	372	52	N/A no other source
859	054	74	N/A no other source
859	288	14	N/A no other source
859	057	71	N/A no other source
859	262	01	N/A no other source
859	270	51	N/A no other source
860	073	53	N/A no other source
860	288	53	N/A no other source
860	241	53	N/A no other source
860	054	01	N/A no other source
860	352	14	N/A no other source
862	261	75	N/A no other source
862	046	72	N/A no other source
862	362	74	N/A no other source
862	999	75	N/A no other source
862	230	74	N/A no other source
862	287	75	N/A no other source
862	285	09	N/A no other source
862	113	55	Other US media source
862	285	09	Other US media source
862	350	53	N/A no other source
862	095	53	N/A no other source
862	286	09	N/A no other source
862	059	74	N/A no other source
862	201	39	N/A no other source
863	230	19	N/A no other source
863	400	19	N/A no other source
864	290	11	N/A no other source
864	290	11	Other UK media source
864	112	53	Other UK media source
864	112	53	N/A no other source
864	240	53	N/A no other source
864	353	74	N/A no other source
864	281	11	N/A no other source
864	370	51	N/A no other source
865	144	02	N/A no other source
865	360	01	N/A no other source
865	145	02	N/A no other source
865	181	74	N/A no other source
865	178	52	N/A no other source
865	111	53	N/A no other source
865	372	52	N/A no other source
866	371	51	N/A no other source
866	056	74	N/A no other source
866	271	51	N/A no other source
866	289	13	N/A no other source
866	093	51	N/A no other source
868	352	13	Abu Dhabi
868	371	52	Abu Dhabi
868	353	74	N/A no other source
868	241	53	N/A no other source
868	007	02	N/A no other source
868	062	01	N/A no other source
868	288	14	N/A no other source
868	071	01	N/A no other source
869	262	03	N/A no other source
869	056	03	N/A no other source
869	057	03	N/A no other source
869	350	74	N/A no other source
869	262	51	N/A no other source
870	999	75	N/A no other source
871	053	03	N/A no other source
871	038	22	N/A no other source
871	340	66	N/A no other source
872	353	51	N/A no other source
872	241	53	N/A no other source
872	356	53	N/A no other source
872	054	71	Abu Dhabi
872	372	52	N/A no other source
872	002	71	N/A no other source
872	007	71	N/A no other source
872	048	71	N/A no other source
872	073	13	N/A no other source
872	054	71	N/A no other source
874	241	53	N/A no other source
874	062	03	N/A no other source
874	016	03	N/A no other source
874	135	06	N/A no other source
874	054	03	N/A no other source
874	371	52	N/A no other source
876	241	53	N/A no other source
876	016	03	N/A no other source
876	015	03	N/A no other source
876	062	03	N/A no other source
876	059	74	N/A no other source
876	038	03	N/A no other source
877	241	53	N/A no other source
877	360	01	N/A no other source
877	288	13	N/A no other source
877	350	13	N/A no other source
877	002	01	N/A no other source
877	034	01	N/A no other source
877	182	01	N/A no other source
877	175	01	N/A no other source
878	163	02	N/A no other source
878	166	02	N/A no other source
878	242	53	N/A no other source
878	063	53	N/A no other source
878	091	53	N/A no other source
878	062	03	N/A no other source
878	053	71	N/A no other source
